"Time (s)";"Magnetic field x (µT)";"Magnetic field y (µT)";"Magnetic field z (µT)"
5.664375260E0;2.340029907E1;-3.620571136E0;-4.099936676E1
5.674375260E0;2.272530365E1;-1.357936859E0;-4.042598724E1
5.684375260E0;2.275408554E1;-3.044265747E0;-4.101295090E1
5.694375260E0;2.401542664E1;-2.511688232E0;-4.103917313E1
5.704375260E0;2.401311874E1;-2.512825012E0;-4.167952728E1
5.714375260E0;2.529749298E1;-3.102565765E0;-4.102979660E1
5.724375260E0;2.404651642E1;-4.196876526E0;-4.098577881E1
5.734375260E0;2.659222984E1;-4.254039764E0;-4.036226654E1
5.744375260E0;2.531821823E1;-4.226024628E0;-4.099420166E1
5.754375260E0;2.529749298E1;-3.102565765E0;-4.102979660E1
5.764375260E0;2.722002411E1;-3.705749512E0;-3.974391937E1
5.774375260E0;2.723844337E1;-4.830352783E0;-4.034867859E1
5.784375260E0;2.531821823E1;-4.226024628E0;-4.099420166E1
5.794375260E0;2.790307808E1;-6.531250000E0;-4.093985748E1
5.804375260E0;2.725111389E1;-5.390945435E0;-3.969052887E1
5.814375260E0;2.536198044E1;-6.471817017E0;-4.028265381E1
5.824375260E0;2.788696480E1;-5.405517578E0;-3.969474030E1
5.834375260E0;2.786393356E1;-4.283187866E0;-4.037068939E1
5.844375260E0;2.852051163E1;-5.421234131E0;-4.033930588E1
5.854375260E0;2.916328430E1;-5.432403564E0;-3.842244720E1
5.864375260E0;2.981063461E1;-6.574974060E0;-4.095249176E1
5.874375260E0;2.916559219E1;-5.431266785E0;-3.778209305E1
5.884375260E0;2.918745422E1;-7.120994568E0;-4.029012299E1
5.894375260E0;3.105930519E1;-5.481796265E0;-4.163686371E1
5.904375260E0;2.790538597E1;-6.530113220E0;-4.029949570E1
5.914375260E0;2.918400955E1;-6.555862427E0;-3.838685226E1
5.924375260E0;2.978415871E1;-4.887512207E0;-3.972517014E1
5.934375260E0;2.855390739E1;-7.105285645E0;-3.964555740E1
5.944375260E0;2.855390739E1;-7.105285645E0;-3.964555740E1
5.954375260E0;2.983022499E1;-7.132164001E0;-3.837326813E1
5.964375260E0;2.983022499E1;-7.132164001E0;-3.837326813E1
5.974375260E0;3.105586052E1;-4.916664124E0;-3.973359299E1
5.984375260E0;2.979452133E1;-5.449241638E0;-3.970737457E1
5.994375260E0;3.106622505E1;-5.478393555E0;-3.971579742E1
6.004375260E0;3.104319191E1;-4.356063843E0;-4.039174652E1
6.014375260E0;2.852281761E1;-5.420097351E0;-3.969895172E1
6.024375260E0;2.982561111E1;-7.134429932E0;-3.965398026E1
6.034375260E0;3.109156418E1;-6.599586487E0;-3.839948654E1
6.044375260E0;2.854123878E1;-6.544692993E0;-4.030370712E1
6.054375260E0;2.851820374E1;-5.422370911E0;-4.097966385E1
6.064375260E0;2.851937675E1;-4.854965210E0;-3.779568100E1
6.074375260E0;2.786393356E1;-4.283187866E0;-4.037068939E1
6.084375260E0;2.790538597E1;-6.530113220E0;-4.029949570E1
6.094375260E0;2.724074936E1;-4.829216003E0;-3.970832443E1
6.104375260E0;2.788465881E1;-5.406654358E0;-4.033509445E1
6.114375260E0;2.721541023E1;-3.708019257E0;-4.102463531E1
6.124375260E0;2.723038673E1;-4.267478943E0;-3.972612381E1
6.134375260E0;2.468123245E1;-3.645179749E0;-3.844636154E1
6.144375260E0;2.458389282E1;-3.218399048E0;-4.089692688E1
6.154375260E0;2.649950409E1;-3.824985504E0;-4.153211975E1
6.164375260E0;2.393998718E1;-2.640960693E0;-4.027015686E1
6.174375260E0;2.394573593E1;-3.204959869E0;-4.153307343E1
6.184375260E0;2.521168900E1;-2.670108795E0;-4.027857971E1
6.194375260E0;2.393537140E1;-2.643230438E0;-4.155087280E1
6.204375260E0;2.264294052E1;-1.490612030E0;-4.157804108E1
6.214375260E0;2.263026810E1;-9.300193787E-1;-4.223619080E1
6.224375260E0;2.005807877E1;8.146057129E-1;-4.163238525E1
6.234375260E0;2.070410156E1;-3.442382812E-1;-4.122598648E1
6.244375260E0;2.068681717E1;2.140846252E-1;-4.316485596E1
6.254375260E0;2.004521179E1;7.926635742E-1;-4.189772797E1
6.264375260E0;1.942203140E1;2.466392517E-1;-4.123536301E1
6.274375260E0;2.002679443E1;1.917259216E0;-4.129296494E1
6.284375260E0;2.005326843E1;2.297935486E-1;-4.252028656E1
6.294375260E0;1.811693192E1;1.959850311E0;-4.192069244E1
6.304375260E0;1.619440079E1;2.563030243E0;-4.320656586E1
6.314375260E0;1.590662384E1;2.798442841E0;-4.499248123E1
6.324375260E0;1.526846313E1;2.811885834E0;-4.562862778E1
6.334375260E0;1.652405167E1;3.908470154E0;-4.439193344E1
6.344375260E0;1.526271057E1;3.375888824E0;-4.436571121E1
6.354375260E0;1.461419296E1;3.951053619E0;-4.501965714E1
6.364375260E0;1.652749634E1;3.343334198E0;-4.629520798E1
6.374375260E0;1.462569046E1;2.823051453E0;-4.754548264E1
6.384375260E0;1.525809860E1;3.373619080E0;-4.564641953E1
6.394375260E0;1.460957718E1;3.948783875E0;-4.630036545E1
6.404375260E0;1.399676132E1;2.841033936E0;-4.562020493E1
6.414375260E0;1.331253052E1;5.099128723E0;-4.760824966E1
6.424375260E0;1.205118942E1;4.566543579E0;-4.758202744E1
6.434375260E0;1.141534042E1;4.581119537E0;-4.757781601E1
6.444375260E0;1.138425064E1;6.266315460E0;-4.763121414E1
6.454375260E0;1.077949142E1;4.595691681E0;-4.757360458E1
6.464375260E0;1.073573303E1;6.841484070E0;-4.828515244E1
6.474375260E0;1.074609756E1;6.279754639E0;-4.826735306E1
6.484375260E0;9.449050903E0;7.430091858E0;-4.957524490E1
6.494375260E0;1.134854889E1;7.949237823E0;-4.896532059E1
6.504375260E0;8.169288635E0;8.022109985E0;-4.894426346E1
6.514375260E0;8.181961060E0;7.461513519E0;-4.828610611E1
6.524375260E0;9.445606232E0;7.995231628E0;-4.767197037E1
6.534375260E0;7.525386810E0;8.599552155E0;-4.831748581E1
6.544375260E0;7.510406494E0;9.159008026E0;-4.961600113E1
6.554375260E0;7.515022278E0;9.161281586E0;-4.833528519E1
6.564375260E0;7.535747528E0;8.037822723E0;-4.829969406E1
6.574375260E0;6.236392975E0;9.187023163E0;-5.024793625E1
6.584375260E0;6.236392975E0;9.187023163E0;-5.024793625E1
6.594375260E0;5.609767914E0;9.206134796E0;-4.768230057E1
6.604375260E0;5.609767914E0;9.206134796E0;-4.768230057E1
6.614375260E0;4.950885773E0;1.034303665E1;-4.835403824E1
6.624375260E0;5.566009521E0;1.145192337E1;-4.839384079E1
6.634375260E0;5.566009521E0;1.145192337E1;-4.839384079E1
6.644375260E0;4.902511597E0;1.258655548E1;-5.034630203E1
6.654375260E0;6.698841095E0;1.352342224E1;-4.752668762E1
6.664375260E0;4.150817871E0;1.357944870E1;-4.879056549E1
6.674375260E0;4.809707642E0;1.244254684E1;-4.811882019E1
6.684375260E0;7.319713593E0;1.406830215E1;-4.882941437E1
6.694375260E0;4.776309967E0;1.412660217E1;-4.881256866E1
6.704375260E0;4.141628265E0;1.470858765E1;-4.562437439E1
6.714375260E0;5.373012543E0;1.636008835E1;-4.824761963E1
6.724375260E0;5.396049500E0;1.523776245E1;-4.757166290E1
6.734375260E0;2.834217072E0;1.642065811E1;-4.695005798E1
6.744375260E0;3.443599701E0;1.809354401E1;-4.572695160E1
6.754375260E0;3.426315308E0;1.865187454E1;-4.766581726E1
6.764375260E0;4.051803589E0;1.919903183E1;-4.768782043E1
6.774375260E0;3.422870636E0;1.921700668E1;-4.576255035E1
6.784375260E0;4.021884918E0;2.145162964E1;-4.455723572E1
6.794375260E0;6.321720123E0;1.828166199E1;-4.514859772E1
6.804375260E0;4.375015259E0;2.057344818E1;-4.456679535E1
6.814375260E0;4.998199463E0;2.111946487E1;-4.522916412E1
6.824375260E0;6.928787231E0;1.995341492E1;-4.456584167E1
6.834375260E0;6.273345947E0;2.052518463E1;-4.714085388E1
6.844375260E0;6.275650024E0;2.052631760E1;-4.650049591E1
6.854375260E0;6.272212982E0;2.109145355E1;-4.459722900E1
6.864375260E0;6.275650024E0;2.052631760E1;-4.650049591E1
6.874375260E0;6.272212982E0;2.109145355E1;-4.459722900E1
6.884375260E0;5.613323212E0;2.222835541E1;-4.526896667E1
6.894375260E0;6.269905090E0;2.109031677E1;-4.523758698E1
6.904375260E0;6.269905090E0;2.109031677E1;-4.523758698E1
6.914375260E0;6.905754089E0;2.107574081E1;-4.524179840E1
6.924375260E0;5.646720886E0;2.054430008E1;-4.457521820E1
6.934375260E0;6.280265808E0;2.052858734E1;-4.521978760E1
6.944375260E0;6.900005341E0;2.163973999E1;-4.397888184E1
6.954375260E0;5.636356354E0;2.110602951E1;-4.459301758E1
6.964375260E0;5.625995636E0;2.166775894E1;-4.461081696E1
6.974375260E0;4.331256866E0;2.281923294E1;-4.527834320E1
6.984375260E0;6.256095886E0;2.221718597E1;-4.335211182E1
6.994375260E0;5.571868896E0;2.447527313E1;-4.534016418E1
7.004375260E0;5.615631104E0;2.222949219E1;-4.462860870E1
7.014375260E0;4.979782104E0;2.224406433E1;-4.462439728E1
7.024375260E0;6.261848450E0;2.165318298E1;-4.461502838E1
7.034375260E0;4.971725464E0;2.280692673E1;-4.400184631E1
7.044375260E0;4.971725464E0;2.280692673E1;-4.400184631E1
7.054375260E0;5.607574463E0;2.279235458E1;-4.400605774E1
7.064375260E0;4.335872650E0;2.282150269E1;-4.399763489E1
7.074375260E0;4.346233368E0;2.225977325E1;-4.397983551E1
7.084375260E0;6.891948700E0;2.220261002E1;-4.335632324E1
7.094375260E0;5.586849213E0;2.391581345E1;-4.404164886E1
7.104375260E0;5.617938995E0;2.223062515E1;-4.398825836E1
7.114375260E0;6.849323273E0;2.388212204E1;-4.661149597E1
7.124375260E0;6.249176025E0;2.221377945E1;-4.527317810E1
7.134375260E0;4.990142822E0;2.168233109E1;-4.460660553E1
7.144375260E0;6.210033417E0;2.446183395E1;-4.470401001E1
7.154375260E0;8.150985718E0;2.273405457E1;-4.402290344E1
7.164375260E0;5.615631104E0;2.222949219E1;-4.462860870E1
7.174375260E0;5.605266571E0;2.279122162E1;-4.464640808E1
7.184375260E0;4.992450714E0;2.168346405E1;-4.396624756E1
7.194375260E0;4.967109680E0;2.280465698E1;-4.528255463E1
7.204375260E0;4.967109680E0;2.280465698E1;-4.528255463E1
7.214375260E0;4.967109680E0;2.280465698E1;-4.528255463E1
7.224375260E0;6.243431091E0;2.277777863E1;-4.401026917E1
7.234375260E0;6.243431091E0;2.277777863E1;-4.401026917E1
7.244375260E0;6.266460419E0;2.165545273E1;-4.333431244E1
7.254375260E0;5.602958679E0;2.279008484E1;-4.528676605E1
7.264375260E0;4.979782104E0;2.224406433E1;-4.462439728E1
7.274375260E0;4.969417572E0;2.280579376E1;-4.464219666E1
7.284375260E0;4.951000214E0;2.393038559E1;-4.403743744E1
7.294375260E0;4.967109680E0;2.280465698E1;-4.528255463E1
7.304375260E0;4.936019897E0;2.448984528E1;-4.533595276E1
7.314375260E0;5.464149475E0;2.134575653E1;-4.406050110E1
7.324375260E0;6.735851288E0;2.131660843E1;-4.406892395E1
7.334375260E0;7.377449036E0;2.073802948E1;-4.533605194E1
7.344375260E0;6.066600800E0;2.301523972E1;-4.475846100E1
7.354375260E0;5.430751801E0;2.302981186E1;-4.475424957E1
7.364375260E0;5.464149475E0;2.134575653E1;-4.406050110E1
7.374375260E0;4.786842346E0;2.360725021E1;-4.412747955E1
7.384375260E0;6.071212769E0;2.301750946E1;-4.347774506E1
7.394375260E0;6.071212769E0;2.301750946E1;-4.347774506E1
7.404375260E0;6.748519897E0;2.075601196E1;-4.341076660E1
7.414375260E0;6.099998474E0;2.133118439E1;-4.406471252E1
7.424375260E0;6.704761505E0;2.300179672E1;-4.412231445E1
7.434375260E0;5.422695160E0;2.359267426E1;-4.413169098E1
7.444375260E0;5.449169159E0;2.190521622E1;-4.535900879E1
7.454375260E0;4.834041595E0;2.079632950E1;-4.531920624E1
7.464375260E0;6.723182678E0;2.187720490E1;-4.472707367E1
7.474375260E0;6.097690582E0;2.133005142E1;-4.470506287E1
7.484375260E0;6.704761505E0;2.300179672E1;-4.412231445E1
7.494375260E0;6.066600800E0;2.301523972E1;-4.475846100E1
7.504375260E0;6.089633942E0;2.189291382E1;-4.408251190E1
7.514375260E0;4.787971497E0;2.304098129E1;-4.667110443E1
7.524375260E0;6.095382690E0;2.132891464E1;-4.534542084E1
7.534375260E0;6.720874786E0;2.187606812E1;-4.536743164E1
7.544375260E0;7.361339569E0;2.186376190E1;-4.409093475E1
7.554375260E0;5.423828125E0;2.302640533E1;-4.667531586E1
7.564375260E0;7.338306427E0;2.298608780E1;-4.476688385E1
7.574375260E0;5.437671661E0;2.303321838E1;-4.283318329E1
7.584375260E0;7.335998535E0;2.298495102E1;-4.540724182E1
7.594375260E0;7.361339569E0;2.186376190E1;-4.409093475E1
7.604375260E0;6.731235504E0;2.131433868E1;-4.534963226E1
7.614375260E0;9.276950836E0;2.125717545E1;-4.472612000E1
7.624375260E0;5.480258942E0;2.022002411E1;-4.530561829E1
7.634375260E0;7.361339569E0;2.186376190E1;-4.409093475E1
7.644375260E0;6.741600037E0;2.075260544E1;-4.533184052E1
7.654375260E0;6.764633179E0;1.963028336E1;-4.465588379E1
7.664375260E0;6.089633942E0;2.189291382E1;-4.408251190E1
7.674375260E0;8.644538879E0;2.070661163E1;-4.662518311E1
7.684375260E0;7.369396210E0;2.130089951E1;-4.471348572E1
7.694375260E0;6.735851288E0;2.131660843E1;-4.406892395E1
7.704375260E0;7.390121460E0;2.017743683E1;-4.467789459E1
7.714375260E0;6.741600037E0;2.075260544E1;-4.533184052E1
7.724375260E0;7.387813568E0;2.017630005E1;-4.531825256E1
7.734375260E0;7.387813568E0;2.017630005E1;-4.531825256E1
7.744375260E0;7.400485992E0;1.961570740E1;-4.466009521E1
7.754375260E0;7.408538818E0;1.905283737E1;-4.528265381E1
7.764375260E0;9.934665680E0;1.955287170E1;-4.723836517E1
7.774375260E0;6.132221222E0;1.907971954E1;-4.655493927E1
7.784375260E0;7.431575775E0;1.793051147E1;-4.460670471E1
7.794375260E0;9.332202911E0;1.788338089E1;-4.654040527E1
7.804375260E0;9.359855652E0;1.676332855E1;-4.458374023E1
7.814375260E0;6.129917145E0;1.907858658E1;-4.719529724E1
7.824375260E0;7.460353851E0;1.624418259E1;-4.519366455E1
7.834375260E0;7.438457489E0;1.680023956E1;-4.841324615E1
7.844375260E0;8.733196259E0;1.564876556E1;-4.774571991E1
7.854375260E0;8.733196259E0;1.564876556E1;-4.774571991E1
7.864375260E0;9.373657227E0;1.563645935E1;-4.646920776E1
7.874375260E0;9.373657227E0;1.563645935E1;-4.646920776E1
7.884375260E0;7.463798523E0;1.567905045E1;-4.709693146E1
7.894375260E0;7.463798523E0;1.567905045E1;-4.709693146E1
7.904375260E0;8.779258728E0;1.340410995E1;-4.639380646E1
7.914375260E0;9.805713654E0;1.225465775E1;-4.722339249E1
7.924375260E0;8.588134766E0;9.476287842E0;-4.648562241E1
7.934375260E0;1.301837158E1;1.049773026E1;-4.655069351E1
7.944375260E0;1.117388916E1;1.046343613E1;-4.588625336E1
7.954375260E0;1.184427261E1;8.198528290E0;-4.774034119E1
7.964375260E0;1.185925293E1;7.639072418E0;-4.644182587E1
7.974375260E0;1.122570419E1;7.654781342E0;-4.579726410E1
7.984375260E0;1.250777435E1;7.063899994E0;-4.578788757E1
7.994375260E0;1.127177429E1;5.410129547E0;-4.444536591E1
8.004375260E0;1.127635193E1;4.278720856E0;-4.889225769E1
8.014375260E0;1.317584610E1;4.797866821E0;-4.828233337E1
8.024375260E0;1.190876007E1;4.829284668E0;-4.699320221E1
8.034375260E0;1.450629044E1;1.963470459E0;-4.628070068E1
8.044375260E0;1.450629044E1;1.963470459E0;-4.628070068E1
8.054375260E0;1.257801056E1;3.130657196E0;-4.630365753E1
8.064375260E0;1.513983536E1;1.947757721E0;-4.692527008E1
8.074375260E0;1.327834320E1;-2.531738281E-1;-4.556072998E1
8.084375260E0;1.262176895E1;8.848648071E-1;-4.559210968E1
8.094375260E0;1.328526688E1;-2.497673035E-1;-4.363966370E1
8.104375260E0;1.561130905E1;-3.050106049E0;-4.625257492E1
8.114375260E0;1.626675415E1;-3.621875763E0;-4.367757034E1
8.124375260E0;1.623566437E1;-1.936679840E0;-4.373096085E1
8.134375260E0;1.626789093E1;-4.188144684E0;-4.622118759E1
8.144375260E0;1.625870132E1;-3.059009552E0;-4.305501175E1
8.154375260E0;1.943564987E1;-3.133014679E0;-4.371641922E1
8.164375260E0;1.666027451E1;-5.751285553E0;-4.383560181E1
8.174375260E0;2.048343658E1;-6.401599884E0;-4.448342896E1
8.184375260E0;1.793658447E1;-5.778163910E0;-4.256330872E1
8.194375260E0;1.794694901E1;-6.339893341E0;-4.254551697E1
8.204375260E0;2.047537994E1;-5.838733673E0;-4.386087036E1
8.214375260E0;2.111354065E1;-5.852172852E0;-4.322472382E1
8.224375260E0;2.242094421E1;-7.564243317E0;-4.189904404E1
8.234375260E0;2.375982285E1;-6.726226807E0;-4.325298309E1
8.244375260E0;2.248580933E1;-6.698207855E0;-4.388491058E1
8.254375260E0;2.439567184E1;-6.740798950E0;-4.325719452E1
8.264375260E0;2.375176239E1;-6.163360596E0;-4.263041687E1
8.274375260E0;2.566276169E1;-6.772220612E0;-4.454632568E1
8.284375260E0;2.633662415E1;-8.468582153E0;-4.257607269E1
8.294375260E0;2.761868668E1;-9.059463501E0;-4.256669617E1
8.304375260E0;2.762443924E1;-9.623462677E0;-4.382961273E1
8.314375260E0;2.888464355E1;-8.524612427E0;-4.131220245E1
8.324375260E0;2.888808823E1;-9.089748383E0;-4.321547699E1
8.334375260E0;2.951932526E1;-9.106594086E0;-4.450040436E1
8.344375260E0;3.208807373E1;-1.028608704E1;-4.320094299E1
8.354375260E0;3.018282318E1;-1.024122620E1;-4.254795074E1
8.364375260E0;2.952624512E1;-9.103187561E0;-4.257933044E1
8.374375260E0;3.271586609E1;-9.737789154E0;-4.258259583E1
8.384375260E0;3.400598907E1;-1.089154053E1;-4.319577789E1
8.394375260E0;3.273889923E1;-1.086012268E1;-4.190663910E1
8.404375260E0;3.213183594E1;-1.253186798E1;-4.248939514E1
8.414375260E0;3.337244415E1;-1.087582397E1;-4.255120850E1
8.424375260E0;3.467754745E1;-1.258903503E1;-4.186588287E1
8.434375260E0;3.401522064E1;-1.088700104E1;-4.063435364E1
8.444375260E0;3.530534363E1;-1.204074097E1;-4.124752808E1
8.454375260E0;3.467523956E1;-1.259016418E1;-4.250624084E1
8.464375260E0;3.530764771E1;-1.203960419E1;-4.060717773E1
8.474375260E0;3.658740997E1;-1.263162231E1;-4.123815918E1
8.484375260E0;3.658740997E1;-1.263162231E1;-4.123815918E1
8.494375260E0;3.658740997E1;-1.263162231E1;-4.123815918E1
8.504375260E0;3.725204468E1;-1.433252716E1;-4.182933044E1
8.514375260E0;3.725204468E1;-1.433252716E1;-4.182933044E1
8.524375260E0;3.721059036E1;-1.208560181E1;-4.190052795E1
8.534375260E0;3.787639618E1;-1.321910095E1;-3.930771637E1
8.544375260E0;3.786141968E1;-1.265962982E1;-4.060622406E1
8.554375260E0;3.725665665E1;-1.433025360E1;-4.054862213E1
8.564375260E0;3.724398804E1;-1.376966095E1;-4.120677185E1
8.574375260E0;3.789712524E1;-1.434255981E1;-3.927211761E1
8.584375260E0;3.533643341E1;-1.372593689E1;-4.119413757E1
8.594375260E0;3.724398804E1;-1.376966095E1;-4.120677185E1
8.604375260E0;3.662080383E1;-1.431568146E1;-4.054441071E1
8.614375260E0;3.787753296E1;-1.378536987E1;-4.185134125E1
8.624375260E0;3.532376099E1;-1.316534424E1;-4.185229492E1
8.634375260E0;3.660007858E1;-1.319222260E1;-4.058000183E1
8.644375260E0;3.660582733E1;-1.375622559E1;-4.184291840E1
8.654375260E0;3.341851425E1;-1.312048340E1;-4.119930267E1
8.664375260E0;3.468677521E1;-1.258449554E1;-3.930445862E1
8.674375260E0;3.464645767E1;-1.090384674E1;-4.191927338E1
8.684375260E0;3.406011581E1;-1.369905853E1;-4.246643066E1
8.694375260E0;3.467754745E1;-1.258903503E1;-4.186588287E1
8.704375260E0;3.339778900E1;-1.199701691E1;-4.123489380E1
8.714375260E0;3.017245865E1;-9.679489136E0;-4.256575012E1
8.724375260E0;3.082345581E1;-1.104715347E1;-4.266925812E1
8.734375260E0;3.211358261E1;-1.220090103E1;-4.328244019E1
8.744375260E0;3.207674408E1;-9.951702118E0;-4.207292175E1
8.754375260E0;3.014846039E1;-8.784519196E0;-4.209588623E1
8.764375260E0;3.016918564E1;-9.907978058E0;-4.206028748E1
8.774375260E0;2.952066422E1;-9.332813263E0;-4.271422577E1
8.784375260E0;2.952758789E1;-9.329406738E0;-4.079315948E1
8.794375260E0;2.825127029E1;-9.302524567E0;-4.206545258E1
8.804375260E0;2.756935120E1;-7.043300629E0;-4.341314697E1
8.814375260E0;2.823054123E1;-8.179065704E0;-4.210105133E1
8.824375260E0;2.501788712E1;-6.422134399E0;-4.277373505E1
8.834375260E0;2.438895416E1;-6.404151917E0;-4.084845734E1
8.844375260E0;2.500752258E1;-5.860404968E0;-4.279153442E1
8.854375260E0;2.374156952E1;-6.395256042E0;-4.404602814E1
8.864375260E0;2.373581696E1;-5.831256866E0;-4.278311157E1
8.874375260E0;2.247217178E1;-6.364971161E0;-4.339724731E1
8.884375260E0;2.432560349E1;-3.601173401E0;-4.413922882E1
8.894375260E0;2.080128479E1;-6.157829285E0;-4.427817917E1
8.904375260E0;2.140835571E1;-4.486068726E0;-4.369542313E1
8.914375260E0;1.952152634E1;-5.565807343E0;-4.364719009E1
8.924375260E0;2.013434601E1;-4.458057404E0;-4.432735825E1
8.934375260E0;2.140604782E1;-4.487205505E0;-4.433578110E1
8.944375260E0;1.822909546E1;-4.413196564E0;-4.367436600E1
8.954375260E0;1.822217178E1;-4.416603088E0;-4.559543228E1
8.964375260E0;1.628008652E1;-2.122550964E0;-4.373292160E1
8.974375260E0;1.629733276E1;-3.814556122E0;-4.752166367E1
8.984375260E0;1.563039398E1;-2.114788055E0;-4.757085037E1
8.994375260E0;1.436560822E1;-2.082233429E0;-4.564135361E1
9.004375260E0;1.369636536E1;-3.835945129E-1;-4.633089066E1
9.014375260E0;1.224325180E1;4.466629028E-1;-4.499100113E1
9.024375260E0;1.160048294E1;4.578323364E-1;-4.690786362E1
9.034375260E0;9.090469360E0;-1.167926788E0;-4.619726944E1
9.044375260E0;9.049018860E0;1.078994751E0;-4.626845932E1
9.054375260E0;1.031035995E1;1.611579895E0;-4.629468155E1
9.064375260E0;8.390132904E0;2.215896606E0;-4.694019699E1
9.074375260E0;7.756587982E0;2.231609344E0;-4.629563522E1
9.084375260E0;7.076976776E0;4.491966248E0;-4.700297165E1
9.094375260E0;8.150234222E0;5.595756531E0;-4.557367325E1
9.104375260E0;4.359287262E0;3.994602203E0;-4.741608047E1
9.114375260E0;6.240367889E0;5.638343811E0;-4.620140457E1
9.124375260E0;6.845134735E0;7.308959961E0;-4.625900650E1
9.134375260E0;6.845134735E0;7.308959961E0;-4.625900650E1
9.144375260E0;4.916851044E0;8.476146698E0;-4.628197098E1
9.154375260E0;4.916851044E0;8.476146698E0;-4.628197098E1
9.164375260E0;1.750263214E0;7.988422394E0;-4.560274887E1
9.174375260E0;3.668182373E0;7.382972717E0;-4.559758377E1
9.184375260E0;3.649761200E0;8.507568359E0;-4.499283218E1
9.194375260E0;2.996623993E0;9.080463409E0;-4.692748642E1
9.204375260E0;2.998931885E0;9.081600189E0;-4.628712845E1
9.214375260E0;2.982814789E0;1.020733261E1;-4.504201126E1
9.224375260E0;2.365386963E0;9.097312927E0;-4.564255905E1
9.234375260E0;4.497756958E-1;9.703903198E0;-4.500736618E1
9.244375260E0;2.258224487E0;1.133687592E1;-4.563726807E1
9.254375260E0;2.925163269E0;9.637107849E0;-4.558808899E1
9.264375260E0;2.254779816E0;1.190200806E1;-4.373400116E1
9.274375260E0;1.593589783E0;1.303777313E1;-4.504609680E1
9.284375260E0;2.246726990E0;1.246487808E1;-4.311144257E1
9.294375260E0;2.869903564E0;1.301089478E1;-4.377381134E1
9.304375260E0;4.136993408E0;1.297947693E1;-4.506294250E1
9.314375260E0;4.793575287E0;1.184143829E1;-4.503155518E1
9.324375260E0;4.151973724E0;1.242001724E1;-4.376443481E1
9.334375260E0;3.476978302E0;1.468265152E1;-4.319105530E1
9.344375260E0;2.254779816E0;1.190200806E1;-4.373400116E1
9.354375260E0;4.133552551E0;1.354461288E1;-4.315967560E1
9.364375260E0;4.731395721E0;1.521182632E1;-4.513834381E1
9.374375260E0;4.131244659E0;1.354347610E1;-4.380003357E1
9.384375260E0;6.027263641E0;1.349407578E1;-4.701444244E1
9.394375260E0;4.100154877E0;1.522867203E1;-4.385342407E1
9.404375260E0;4.089794159E0;1.579040146E1;-4.387122345E1
9.414375260E0;6.022689819E0;1.462548447E1;-4.256755066E1
9.424375260E0;6.645874023E0;1.517150879E1;-4.322991180E1
9.434375260E0;4.085178375E0;1.578813171E1;-4.515193176E1
9.444375260E0;6.628585815E0;1.572983170E1;-4.516877747E1
9.454375260E0;7.915267944E0;1.514122391E1;-4.387869263E1
9.464375260E0;7.292087555E0;1.459520340E1;-4.321632385E1
9.474375260E0;7.254074097E0;1.627698898E1;-4.519078827E1
9.484375260E0;7.279415131E0;1.515579987E1;-4.387448120E1
9.494375260E0;7.274799347E0;1.515353012E1;-4.515518951E1
9.504375260E0;7.272495270E0;1.515239716E1;-4.579554749E1
9.514375260E0;6.638950348E0;1.516810226E1;-4.515097809E1
9.524375260E0;7.292087555E0;1.459520340E1;-4.321632385E1
9.534375260E0;6.633201599E0;1.573210144E1;-4.388806915E1
9.544375260E0;4.719898224E0;1.633982468E1;-4.261251831E1
9.554375260E0;2.830760956E0;1.525895691E1;-4.320464325E1
9.564375260E0;4.747383118E0;1.698353577E1;-4.237699127E1
9.574375260E0;6.006416321E0;1.751498032E1;-4.304357147E1
9.584375260E0;3.452648163E0;1.813500977E1;-4.304451752E1
9.594375260E0;3.449203491E0;1.870014572E1;-4.114125061E1
9.604375260E0;3.444591522E0;1.869787598E1;-4.242195892E1
9.614375260E0;1.555450439E0;1.761700058E1;-4.301409149E1
9.624375260E0;4.731266022E0;1.810926819E1;-4.113187408E1
9.634375260E0;2.177497864E0;1.872929764E1;-4.113282776E1
9.644375260E0;3.468757629E0;1.700927734E1;-4.428963470E1
9.654375260E0;4.724346161E0;1.810586166E1;-4.305294037E1
9.664375260E0;4.695564270E0;1.979218674E1;-4.246598053E1
9.674375260E0;5.349838257E0;1.865301514E1;-4.307495117E1
9.684375260E0;3.461875916E0;1.813955307E1;-4.048309326E1
9.694375260E0;4.724346161E0;1.810586166E1;-4.305294037E1
9.704375260E0;6.000667572E0;1.807898331E1;-4.178065491E1
9.714375260E0;2.809871674E0;1.814618301E1;-4.496137238E1
9.724375260E0;3.449203491E0;1.870014572E1;-4.114125061E1
9.734375260E0;5.324497223E0;1.977420425E1;-4.439125824E1
9.744375260E0;4.718601227E0;1.866986084E1;-4.179003143E1
9.754375260E0;4.728961945E0;1.810813141E1;-4.177223206E1
9.764375260E0;4.716293335E0;1.866872787E1;-4.243038177E1
9.774375260E0;4.716293335E0;1.866872787E1;-4.243038177E1
9.784375260E0;4.689815521E0;2.035618591E1;-4.120306396E1
9.794375260E0;4.689815521E0;2.035618591E1;-4.120306396E1
9.804375260E0;5.967269897E0;1.976303864E1;-4.247440338E1
9.814375260E0;3.423866272E0;1.982133484E1;-4.245755768E1
9.824375260E0;5.998359680E0;1.807785034E1;-4.242100525E1
