"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.788916812E1;4.597489357E0;-2.208628356E-1;9.967891693E0
1.789163083E1;4.731636047E0;-1.681623161E-1;1.005173302E1
1.789409354E1;4.825059414E0;-5.078384280E-2;1.002777863E1
1.789655750E1;4.868178368E0;-1.006069779E-2;1.000861454E1
1.789902021E1;4.913692474E0;2.587145567E-2;9.972681999E0
1.790148286E1;4.920878887E0;4.743076861E-2;9.953517914E0
1.790394557E1;4.868178368E0;1.504363418E-1;9.891236305E0
1.790640828E1;4.813082218E0;1.528318226E-1;9.953517914E0
1.790887099E1;4.702890396E0;1.576227844E-1;9.996637344E0
1.791133370E1;4.539998055E0;1.049222499E-1;9.967891693E0
1.791379641E1;4.506461143E0;5.701267719E-2;9.967891693E0
1.791625906E1;4.360336781E0;7.857199013E-2;9.984660149E0
1.791872177E1;4.219003677E0;-4.599291086E-2;1.002777863E1
1.792118448E1;4.147139549E0;-1.082753241E-1;1.019306660E1
1.792364719E1;4.120789051E0;-1.921170950E-1;1.020025349E1
1.792611505E1;4.082461357E0;-2.879362702E-1;1.025295353E1
1.792857776E1;4.008201599E0;-3.645915389E-1;1.035835457E1
1.793104042E1;4.003410339E0;-4.196875691E-1;1.036793613E1
1.793350312E1;4.032156467E0;-4.843655229E-1;1.050447941E1
1.793596583E1;4.051320076E0;-5.394614935E-1;1.055957508E1
1.793842859E1;4.159116268E0;-6.544444561E-1;1.056436539E1
1.794089125E1;4.283681393E0;-7.239133120E-1;1.061227512E1
1.794335396E1;4.377105236E0;-7.790093422E-1;1.064581203E1
1.794581661E1;4.460947037E0;-8.341053724E-1;1.070330334E1
1.794827932E1;4.628630638E0;-9.371109009E-1;1.069851208E1
1.795074203E1;4.750800133E0;-1.006579757E0;1.071767616E1
1.795320474E1;4.913692474E0;-1.032930017E0;1.077037716E1
1.795566661E1;5.052629948E0;-1.061675787E0;1.076319027E1
1.795812927E1;5.184381485E0;-1.128749251E0;1.078235435E1
1.796059198E1;5.352065086E0;-1.111980915E0;1.081589127E1
1.796305469E1;5.495793343E0;-1.119167209E0;1.086859131E1
1.796551740E1;5.605985641E0;-1.111980915E0;1.099076080E1
1.796798010E1;5.792832851E0;-1.135935664E0;1.103387928E1
1.797044281E1;5.974889278E0;-1.135935664E0;1.106502151E1
1.797290552E1;6.111431599E0;-1.150308490E0;1.118239880E1
1.797536818E1;6.252765179E0;-1.102398872E0;1.132852364E1
1.797783094E1;6.398889065E0;-1.119167209E0;1.140278339E1
1.798029359E1;6.533035755E0;-1.104794383E0;1.140757465E1
1.798275630E1;6.688742161E0;-1.059280276E0;1.149620724E1
1.798521901E1;6.767793179E0;-1.047302842E0;1.162556267E1
1.798768172E1;6.863612175E0;-1.030534625E0;1.173335934E1
1.799014438E1;6.935476303E0;-1.011370778E0;1.179085064E1
1.799260708E1;6.947453499E0;-9.922068119E-1;1.188427448E1
1.799506979E1;6.997758865E0;-9.538792372E-1;1.191541481E1
1.799753255E1;7.028900146E0;-9.371109009E-1;1.200883961E1
1.799999521E1;7.028900146E0;-9.562747478E-1;1.209986687E1
1.800245792E1;7.079205036E0;-9.275289774E-1;1.217173195E1
1.800492057E1;7.100764275E0;-9.131561518E-1;1.218370914E1
1.800738333E1;7.014526844E0;-9.347153902E-1;1.218370914E1
1.800984599E1;7.002549648E0;-9.131561518E-1;1.214538097E1
1.801230870E1;6.899543762E0;-9.347153902E-1;1.221964169E1
1.801477240E1;6.820493221E0;-9.035742283E-1;1.221485043E1
1.801723510E1;6.834866047E0;-8.844103813E-1;1.228911018E1
1.801969776E1;6.834866047E0;-8.053596020E-1;1.228911018E1
1.802216047E1;6.880380630E0;-7.550545335E-1;1.233701992E1
1.802462318E1;7.002549648E0;-6.376761198E-1;1.241606998E1
1.802708588E1;7.122323513E0;-5.777891278E-1;1.244002533E1
1.802954859E1;7.095973492E0;-4.795745015E-1;1.253824043E1
1.803201130E1;7.141487598E0;-3.813598752E-1;1.258854485E1
1.803447396E1;7.210956097E0;-2.663769126E-1;1.257896328E1
1.803693667E1;7.306775570E0;-8.911150694E-2;1.254303169E1
1.803939938E1;7.371453762E0;-1.006069779E-2;1.262208271E1
1.804186208E1;7.409780979E0;1.552273035E-1;1.258614922E1
1.804432156E1;7.474459171E0;2.869786322E-1;1.260052204E1
1.804678427E1;7.543927670E0;4.163344502E-1;1.244960690E1
1.804924693E1;7.620583057E0;5.648541451E-1;1.249033070E1
1.805170964E1;7.745148182E0;7.109783292E-1;1.248074818E1
1.805417234E1;7.951159000E0;8.499160409E-1;1.243044281E1
1.805663505E1;8.154775620E0;9.816673994E-1;1.241367531E1
1.805909776E1;8.492537498E0;1.113418698E0;1.252865791E1
1.806156047E1;8.794368744E0;1.245169997E0;1.260052204E1
1.806402313E1;9.077033997E0;1.333802700E0;1.268436432E1
1.806648583E1;9.354910851E0;1.527836561E0;1.278257942E1
1.806894854E1;9.520198822E0;1.707497358E0;1.289037514E1
1.807141125E1;9.637576103E0;1.911113024E0;1.290953922E1
1.807387734E1;9.764536858E0;2.088378429E0;1.295026207E1
1.807634005E1;9.783699989E0;2.260852814E0;1.301973152E1
1.807880271E1;9.862751007E0;2.471654892E0;1.297421741E1
1.808126542E1;9.893892288E0;2.668084145E0;1.300056744E1
1.808372812E1;9.889101028E0;2.881281853E0;1.294547081E1
1.808619083E1;9.937011719E0;3.046569824E0;1.285444355E1
1.808865354E1;9.972943306E0;3.264558554E0;1.273227406E1
1.809111625E1;1.001127148E1;3.434637547E0;1.260770893E1
1.809357891E1;1.008792686E1;3.597529888E0;1.241367531E1
1.809604161E1;1.026758766E1;3.779586315E0;1.219329166E1
1.809850432E1;1.037538338E1;3.949665308E0;1.202321243E1
1.810096703E1;1.045922565E1;4.086207390E0;1.184594727E1
1.810342599E1;1.061014080E1;4.165258408E0;1.160400295E1
1.810588870E1;1.068200588E1;4.308986664E0;1.131894112E1
1.810835135E1;1.065565491E1;4.411992073E0;1.104106617E1
1.811081406E1;1.057660484E1;4.500625610E0;1.077516842E1
1.811327677E1;1.051192665E1;4.589258194E0;1.049489689E1
1.811573948E1;1.047838974E1;4.675495148E0;1.026732635E1
1.811820219E1;1.038496590E1;4.713823318E0;9.979868889E0
1.812066490E1;1.027477360E1;4.780896187E0;9.716365814E0
1.812312755E1;1.015499973E1;4.857551575E0;9.625338554E0
1.812559026E1;1.007834435E1;4.835992813E0;9.551077843E0
1.812805297E1;9.946593285E0;4.819224358E0;9.347462654E0
1.813051568E1;9.819632530E0;4.819224358E0;9.321112633E0
1.813297786E1;9.644762993E0;4.773710251E0;9.254038811E0
1.813544057E1;9.522593498E0;4.699449539E0;9.146242142E0
1.813790328E1;9.412401199E0;4.598839760E0;9.098333359E0
1.814036594E1;9.287836075E0;4.459901810E0;9.119892120E0
1.814282865E1;9.220763206E0;4.373664856E0;9.155824661E0
1.814529135E1;9.139317513E0;4.217958450E0;9.136660576E0
1.814775406E1;9.127339363E0;4.114953041E0;9.100728035E0
1.815021677E1;9.141712189E0;3.947269678E0;9.105519295E0
1.815267943E1;9.144108772E0;3.753236055E0;9.167801857E0
1.815515995E1;9.139317513E0;3.614298344E0;9.237270355E0
1.815762260E1;9.235136032E0;3.425055504E0;9.318717003E0
1.816008531E1;9.218367577E0;3.187902927E0;9.395372391E0
1.816254802E1;9.314186096E0;3.082501888E0;9.395372391E0
1.816501073E1;9.290232658E0;2.938773155E0;9.529519081E0
1.816747338E1;9.287836075E0;2.713598251E0;9.613361359E0
1.816993609E1;9.230345726E0;2.519564390E0;9.704389572E0
1.817239880E1;9.211181641E0;2.354276419E0;9.745112419E0
1.817486151E1;9.215972900E0;2.215338707E0;9.785835266E0
1.817732417E1;9.172853470E0;2.040468931E0;9.886445045E0
1.817978693E1;9.163271904E0;1.891949296E0;9.934354782E0
1.818224958E1;9.112966537E0;1.767384410E0;9.955914497E0
1.818469719E1;9.072243690E0;1.657192349E0;9.960704803E0
1.818715990E1;9.009961128E0;1.530231953E0;9.891236305E0
1.818962260E1;9.043497086E0;1.388898730E0;9.833745003E0
1.819208526E1;9.014752388E0;1.295475125E0;9.740321159E0
1.819454797E1;8.928514481E0;1.202051401E0;9.656478882E0
1.819701068E1;8.904560089E0;1.075091124E0;9.491190910E0
1.819947338E1;8.887791634E0;1.008017659E0;9.388186455E0
1.820193609E1;8.866232872E0;9.289668798E-1;9.277994156E0
1.820439875E1;8.799159050E0;8.427296281E-1;9.014491081E0
1.820686146E1;8.760831833E0;7.588878870E-1;8.798898697E0
1.820932417E1;8.660221100E0;7.037918568E-1;8.647983551E0
1.821178693E1;8.569193840E0;6.295320392E-1;8.408434868E0
1.821428484E1;8.502119064E0;6.175546646E-1;8.200028419E0
1.821674750E1;8.396718025E0;5.768315196E-1;8.049113274E0
1.821921021E1;8.250594139E0;6.151591539E-1;7.914966583E0
1.822167292E1;8.097283363E0;6.295320392E-1;7.694581985E0
1.822413563E1;7.908040524E0;6.630687714E-1;7.572413445E0
1.822659833E1;7.690051556E0;6.750461459E-1;7.459825516E0
1.822906104E1;7.496018887E0;7.205601931E-1;7.385565758E0
1.823152370E1;7.376244068E0;8.283567429E-1;7.280164719E0
1.823398641E1;7.237306118E0;8.786618114E-1;7.261000633E0
1.823644911E1;7.182210445E0;9.289668798E-1;7.220277786E0
1.823891182E1;7.119927883E0;9.625035524E-1;7.222673416E0
1.824137453E1;7.100764275E0;1.063113689E0;7.095712662E0
1.824380229E1;7.117532253E0;1.111023188E0;7.126853943E0
1.824626500E1;7.148673534E0;1.182887554E0;7.107689857E0
1.824872766E1;7.107951164E0;1.214028835E0;7.050198555E0
1.825119036E1;7.091182232E0;1.247565508E0;7.019057274E0
1.825365307E1;7.019318104E0;1.237983584E0;7.035825729E0
1.825611578E1;6.921103477E0;1.259542823E0;7.028638840E0
1.825857849E1;6.866007328E0;1.223610640E0;6.968751907E0
1.826104120E1;6.777374268E0;1.199656010E0;6.904074669E0
1.826350391E1;6.679160118E0;1.144559860E0;6.875328064E0
1.826596656E1;6.624063969E0;1.096650362E0;6.877723694E0
1.826842927E1;6.525849342E0;1.043949842E0;6.928029060E0
1.827089198E1;6.439612389E0;9.385487437E-1;6.949588776E0
1.827338979E1;6.350979328E0;7.972155809E-1;6.975938797E0
1.827585245E1;6.255160332E0;6.678596735E-1;7.090921402E0
1.827831521E1;6.132990837E0;5.552722216E-1;7.174763680E0
1.828077786E1;6.032381058E0;3.875887394E-1;7.265791893E0
1.828324057E1;5.917397976E0;2.582328916E-1;7.395147324E0
1.828570328E1;5.814392567E0;1.456453800E-1;7.502943993E0
1.828816599E1;5.752110004E0;-7.665246725E-3;7.668231964E0
1.829062865E1;5.694618225E0;-1.513939500E-1;7.766447067E0
1.829309135E1;5.605985641E0;-3.190774322E-1;7.938920975E0
1.829555406E1;5.534121513E0;-4.388513565E-1;8.053904533E0
1.829801677E1;5.493398190E0;-6.520489454E-1;8.209609985E0
1.830047948E1;5.450279236E0;-7.861957550E-1;8.240751266E0
1.830290500E1;5.349669456E0;-9.083651304E-1;8.257520676E0
1.830536771E1;5.268223286E0;-1.068862200E0;8.360525131E0
1.830783042E1;5.170008659E0;-1.222172856E0;8.446762085E0
1.831029307E1;5.062211990E0;-1.322782993E0;8.432390213E0
1.831275578E1;4.949624538E0;-1.413811088E0;8.386876106E0
1.831521849E1;4.851409912E0;-1.586285591E0;8.401247978E0
1.831768120E1;4.750800133E0;-1.667731881E0;8.446762085E0
1.832014391E1;4.676539898E0;-1.758759975E0;8.317407608E0
1.832260656E1;4.631025791E0;-1.878534079E0;8.212006569E0
1.832508604E1;4.602280140E0;-1.926443577E0;8.123373032E0
1.832754875E1;4.551974773E0;-1.998307943E0;8.049113274E0
1.833001141E1;4.496879101E0;-2.041426420E0;7.962876320E0
1.833247411E1;4.494483471E0;-2.077358723E0;7.835915565E0
1.833493682E1;4.492087841E0;-2.130059242E0;7.713746071E0
1.833739953E1;4.508856297E0;-2.122872829E0;7.541271210E0
1.833986219E1;4.537602425E0;-2.086940527E0;7.387961388E0
1.834232490E1;4.702890396E0;-2.060590267E0;7.217882156E0
1.834478760E1;4.846619129E0;-2.043822050E0;7.141226768E0
1.834725031E1;4.997533798E0;-2.000703335E0;6.963961601E0
1.834971297E1;5.198754311E0;-1.921652555E0;6.808255196E0
1.835217573E1;5.481420994E0;-1.859370232E0;6.695667267E0
1.835462818E1;5.658686638E0;-1.758759975E0;6.652548790E0
1.835709088E1;5.970098495E0;-1.591076493E0;6.652548790E0
1.835955354E1;6.324629307E0;-1.430579543E0;6.549543381E0
1.836201625E1;6.648018837E0;-1.298828125E0;6.523193359E0
1.836447896E1;6.863612175E0;-1.159890413E0;6.429769516E0
1.836694167E1;6.959431171E0;-9.850205183E-1;6.393837929E0
1.836940438E1;7.038482189E0;-8.029640913E-1;6.324368477E0
1.837186708E1;7.009736061E0;-6.831901670E-1;6.202198982E0
1.837432974E1;6.909125805E0;-5.466479063E-1;6.118357658E0
1.837679245E1;6.729465008E0;-3.933373094E-1;6.041702271E0
1.837925516E1;6.470753670E0;-4.053146839E-1;5.962651253E0
1.838171786E1;6.118618011E0;-4.101056457E-1;5.847668648E0
1.838418052E1;5.653895378E0;-4.244784713E-1;5.816527367E0
1.838664323E1;5.009511471E0;-4.675971270E-1;5.773408890E0
1.838910589E1;4.314823151E0;-4.508287311E-1;5.778199196E0
1.839156859E1;3.739907742E0;-4.125010967E-1;5.989001274E0
1.839403130E1;3.303930759E0;-3.550096154E-1;6.204594612E0
1.839649401E1;3.002100468E0;-3.286593556E-1;6.527983665E0
1.839895672E1;2.800880432E0;-2.663769126E-1;6.995102882E0
1.840141943E1;2.673919916E0;-1.442075372E-1;7.536480904E0
1.840388208E1;2.585287094E0;-1.010889113E-1;8.101813316E0
1.840634479E1;2.415208101E0;-5.557480454E-2;8.554559708E0
1.840880750E1;2.259502172E0;-5.797028542E-2;9.110310555E0
1.841127021E1;2.048700094E0;-9.150698781E-2;9.474423409E0
1.841373365E1;1.866643667E0;-1.466029882E-1;9.790626526E0
1.841619635E1;1.691773653E0;-2.280492783E-1;1.006610584E1
1.841865906E1;1.634282112E0;-3.382412195E-1;1.030804920E1
1.842112172E1;1.605536461E0;-4.244784713E-1;1.052843285E1
1.842358443E1;1.672610044E0;-5.083202720E-1;1.073204899E1
1.842604714E1;1.789988518E0;-5.969529152E-1;1.099555206E1
1.842850984E1;1.904971361E0;-7.310997248E-1;1.135966396E1
1.843097255E1;2.051095486E0;-8.700374365E-1;1.180043221E1
1.843343521E1;2.213988304E0;-9.850205183E-1;1.225078201E1
1.843589792E1;2.328970909E0;-1.107189894E0;1.271310997E1
1.843836062E1;2.374485254E0;-1.241336584E0;1.324490643E1
1.844082333E1;2.316993713E0;-1.327573895E0;1.366411495E1
1.844328651E1;2.199615240E0;-1.442556858E0;1.405936909E1
1.844574922E1;2.019954443E0;-1.504839420E0;1.437557220E1
1.844821188E1;1.754056215E0;-1.574308276E0;1.461991119E1
1.845067458E1;1.406712055E0;-1.662940860E0;1.480675793E1
1.845313729E1;1.071344852E0;-1.727618814E0;1.489778614E1
1.845560000E1;7.120231986E-1;-1.780319452E0;1.484987736E1
1.845806271E1;3.167691827E-1;-1.813855886E0;1.481873512E1
1.846052542E1;-4.973906279E-2;-1.804274082E0;1.466781998E1
1.846298813E1;-2.797049880E-1;-1.816251516E0;1.458397865E1
1.846545078E1;-5.695578456E-1;-1.842601776E0;1.441629505E1
1.846791349E1;-7.204730511E-1;-1.837810755E0;1.420549297E1
1.847037620E1;-7.683825493E-1;-1.828228951E0;1.404260063E1
1.847286411E1;-8.234785795E-1;-1.792296648E0;1.389408112E1
1.847532682E1;-7.156820297E-1;-1.758759975E0;1.371442032E1
1.847778953E1;-5.767443180E-1;-1.749178171E0;1.347726727E1
1.848025219E1;-3.994788826E-1;-1.655754447E0;1.325927925E1
1.848271490E1;-7.848477364E-2;-1.619822264E0;1.296223927E1
1.848517760E1;2.065771222E-1;-1.595867515E0;1.260052204E1
1.848764031E1;4.988254905E-1;-1.564726233E0;1.233701992E1
1.849010302E1;7.168141007E-1;-1.507234693E0;1.193697548E1
1.849256568E1;9.156387448E-1;-1.492861867E0;1.154172134E1
1.849502838E1;1.159977674E0;-1.418602109E0;1.108178902E1
1.849749115E1;1.289333344E0;-1.382669926E0;1.063143921E1
1.849995380E1;1.428271294E0;-1.337155819E0;1.016432095E1
1.850241516E1;1.536067724E0;-1.282059908E0;9.785835266E0
1.850487786E1;1.631886959E0;-1.226963758E0;9.316321373E0
1.850734052E1;1.703751087E0;-1.203009009E0;8.985745430E0
1.850980323E1;1.773220062E0;-1.181449771E0;8.681519508E0
1.851226594E1;1.792383909E0;-1.171867728E0;8.336569786E0
1.851472865E1;1.823525190E0;-1.159890413E0;8.099418640E0
1.851719135E1;1.866643667E0;-1.126353741E0;7.761655807E0
1.851965406E1;1.943299055E0;-1.212591052E0;7.505339622E0
1.852211672E1;1.974440098E0;-1.246127605E0;7.328074455E0
1.852457943E1;1.984022141E0;-1.203009009E0;7.086130142E0
1.852704214E1;2.010372400E0;-1.200613499E0;6.913656235E0
1.852950484E1;2.003185987E0;-1.222172856E0;6.717226982E0
1.853194276E1;1.974440098E0;-1.238941193E0;6.597453117E0
1.853440547E1;1.926530600E0;-1.219777346E0;6.475283623E0
1.853686812E1;1.811547756E0;-1.265291452E0;6.372278214E0
1.853933083E1;1.730101347E0;-1.315596461E0;6.278854370E0
1.854179354E1;1.696564674E0;-1.315596461E0;6.175848961E0
1.854425625E1;1.579186201E0;-1.325178385E0;6.211780548E0
1.854671896E1;1.519299507E0;-1.363506079E0;6.235735893E0
1.854918167E1;1.454621553E0;-1.435370445E0;6.405815125E0
1.855164432E1;1.401921034E0;-1.476093650E0;6.532774925E0
1.855410703E1;1.337242842E0;-1.504839420E0;6.760345459E0
1.855656974E1;1.306101799E0;-1.512025714E0;6.959170341E0
1.855903245E1;1.289333344E0;-1.610240340E0;7.244232178E0
1.856149568E1;1.310892820E0;-1.624613285E0;7.560435295E0
1.856395838E1;1.500135422E0;-1.650963545E0;7.938920975E0
1.856642104E1;1.634282112E0;-1.732409716E0;8.271893501E0
1.856888375E1;1.725310564E0;-1.768342018E0;8.540185928E0
1.857134646E1;1.739683390E0;-1.844997168E0;8.897111893E0
1.857380495E1;1.787592888E0;-1.897697687E0;9.225293159E0
1.857626766E1;1.691773653E0;-1.964771271E0;9.481609344E0
1.857873036E1;1.557626963E0;-2.031844378E0;9.754693985E0
1.858119302E1;1.421084642E0;-2.130059242E0;1.000861454E1
1.858365573E1;1.241423845E0;-2.194737196E0;1.020025349E1
1.858611844E1;1.095299721E0;-2.237855673E0;1.040865898E1
1.858858115E1;9.563619494E-1;-2.321697474E0;1.057873821E1
1.859104380E1;8.102378249E-1;-2.434284925E0;1.078714561E1
1.859350651E1;7.695146203E-1;-2.510940313E0;1.099076080E1
1.859596922E1;6.904638410E-1;-2.578013659E0;1.121593666E1
1.859843193E1;7.048367858E-1;-2.592386484E0;1.143632030E1
1.860089464E1;7.072321773E-1;-2.645087004E0;1.159921265E1
1.860335760E1;7.192094922E-1;-2.724138021E0;1.178845501E1
1.860582031E1;7.767010331E-1;-2.757674456E0;1.190104294E1
1.860828297E1;8.102378249E-1;-2.851098299E0;1.191302013E1
1.861074568E1;8.198196292E-1;-2.913380861E0;1.200165367E1
1.861320838E1;7.982603908E-1;-2.958894730E0;1.200883961E1
1.861567109E1;8.150287271E-1;-2.978058577E0;1.185313320E1
1.861813380E1;7.527462840E-1;-3.009199858E0;1.168305397E1
1.862059651E1;7.072321773E-1;-3.025968313E0;1.150818443E1
1.862305917E1;6.138085723E-1;-3.049922943E0;1.125905418E1
1.862552188E1;5.275712609E-1;-3.018781662E0;1.101711082E1
1.862798458E1;4.892436862E-1;-2.985244989E0;1.080391312E1
1.863044729E1;4.892436862E-1;-2.963685751E0;1.058352947E1
1.863291172E1;4.844526649E-1;-2.937335491E0;1.030086327E1
1.863537443E1;5.515261292E-1;-2.887030602E0;1.007808304E1
1.863783714E1;5.778763890E-1;-2.793606758E0;9.852908134E0
1.864029979E1;6.353679299E-1;-2.769651890E0;9.673247337E0
1.864276250E1;6.880684495E-1;-2.752883434E0;9.448073387E0
1.864522521E1;7.287915349E-1;-2.683414698E0;9.220501900E0
1.864768792E1;8.174241185E-1;-2.649878025E0;9.014491081E0
1.865015063E1;9.228252769E-1;-2.568431854E0;8.765360832E0
1.865261333E1;9.467800260E-1;-2.494172096E0;8.578514099E0
1.865507599E1;1.025830746E0;-2.424702883E0;8.418017387E0
1.865753875E1;1.068949461E0;-2.376793385E0;8.288661003E0
1.866000141E1;1.095299721E0;-2.290556192E0;8.166492462E0
1.866249969E1;1.193514109E0;-2.276183605E0;7.950899124E0
1.866496234E1;1.200700760E0;-2.206714392E0;7.828729630E0
1.866742505E1;1.265378714E0;-2.106104612E0;7.783215523E0
1.866988776E1;1.318079233E0;-2.048613071E0;7.701768875E0
1.867235047E1;1.409107447E0;-2.015076160E0;7.668231964E0
1.867481318E1;1.500135422E0;-1.979144096E0;7.699373245E0
1.867727588E1;1.569604397E0;-1.907279730E0;7.689791679E0
1.867973854E1;1.562417984E0;-1.885720491E0;7.749678612E0
1.868220125E1;1.607931852E0;-1.835415363E0;7.835915565E0
1.868466396E1;1.643864155E0;-1.830624342E0;7.907780647E0
1.868712667E1;1.682191849E0;-1.746782660E0;8.020367622E0
1.868958938E1;1.722914934E0;-1.756364584E0;8.075463295E0
1.869201693E1;1.734892368E0;-1.785110235E0;8.221588135E0
1.869447964E1;1.708542109E0;-1.813855886E0;8.415620804E0
1.869694234E1;1.718123913E0;-1.825833559E0;8.607260704E0
1.869940500E1;1.634282112E0;-1.823437929E0;8.813271523E0
1.870186771E1;1.569604397E0;-1.880929470E0;8.961790085E0
1.870433042E1;1.490553617E0;-1.892906666E0;9.086355209E0
1.870679312E1;1.413898230E0;-1.914466143E0;9.280388832E0
1.870925583E1;1.351615906E0;-1.936025381E0;9.474423409E0
1.871171854E1;1.313288212E0;-2.003098726E0;9.658875465E0
1.871418120E1;1.313288212E0;-2.055799484E0;9.905609131E0
1.871664391E1;1.399525404E0;-2.024658203E0;1.000382423E1
1.871910661E1;1.445039511E0;-2.024658203E0;1.011161995E1
1.872156927E1;1.447434902E0;-2.062985659E0;1.040147305E1
1.872403198E1;1.471389771E0;-2.084544897E0;1.056436539E1
1.872649469E1;1.500135422E0;-2.079754353E0;1.066018486E1
1.872895734E1;1.502531052E0;-2.091731548E0;1.076319027E1
1.873142005E1;1.524090290E0;-2.125268221E0;1.077037716E1
1.873388276E1;1.567209005E0;-2.134850264E0;1.080151844E1
1.873634547E1;1.483367205E0;-2.103708982E0;1.087338257E1
1.873880818E1;1.430666685E0;-2.122872829E0;1.093087387E1
1.874127089E1;1.387547970E0;-2.067776680E0;1.088056946E1
1.874373354E1;1.349220514E0;-2.098917961E0;1.088056946E1
1.874619625E1;1.332452059E0;-2.103708982E0;1.085661411E1
1.874865896E1;1.337242842E0;-2.098917961E0;1.071288490E1
1.875115729E1;1.334847450E0;-2.101313591E0;1.071288490E1
1.875361995E1;1.315683603E0;-2.118081808E0;1.061946201E1
1.875608266E1;1.279751539E0;-2.094126940E0;1.054041100E1
1.875854536E1;1.358802319E0;-2.039031029E0;1.042063713E1
1.876100807E1;1.334847450E0;-2.015076160E0;1.031763172E1
1.876347078E1;1.325265646E0;-2.031844378E0;1.025534916E1
1.876593349E1;1.389943361E0;-1.986330509E0;1.013317966E1
1.876839615E1;1.440248489E0;-1.959980249E0;1.003496552E1
1.877085885E1;1.480971813E0;-1.909675360E0;9.826558113E0
1.877332156E1;1.509717464E0;-1.809065104E0;9.735529900E0
1.877578427E1;1.490553617E0;-1.789901257E0;9.515146255E0
1.877824698E1;1.478576183E0;-1.799483061E0;9.433700562E0
1.878067401E1;1.425875664E0;-1.746782660E0;9.289971352E0
1.878313672E1;1.394734383E0;-1.691686630E0;9.100728035E0
1.878559943E1;1.349220514E0;-1.679709196E0;9.004909515E0
1.878806214E1;1.315683603E0;-1.679709196E0;8.892321587E0
1.879052479E1;1.291728973E0;-1.617426753E0;8.806084633E0
1.879298750E1;1.291728973E0;-1.593472004E0;8.746197701E0
1.879545021E1;1.294124365E0;-1.581494570E0;8.683915138E0
1.879791292E1;1.217468977E0;-1.595867515E0;8.626422882E0
1.880037562E1;1.181536913E0;-1.603053927E0;8.585700035E0
1.880283828E1;1.143209219E0;-1.636590600E0;8.633610725E0
1.880530099E1;1.176745892E0;-1.708454967E0;8.612051010E0
1.880776370E1;1.270169497E0;-1.746782660E0;8.607260704E0
1.881022682E1;1.344429493E0;-1.787505627E0;8.640796661E0
1.881268948E1;1.380361795E0;-1.866556406E0;8.731823921E0
1.881515224E1;1.540858746E0;-1.921652555E0;8.746197701E0
1.881761495E1;1.612722874E0;-1.938421011E0;8.786920547E0
1.882007760E1;1.679796457E0;-1.976748466E0;8.976162910E0
1.882254031E1;1.655841589E0;-2.060590267E0;9.036049843E0
1.882500302E1;1.622304916E0;-2.142036438E0;9.127078056E0
1.882746568E1;1.629491568E0;-2.192341805E0;9.208525658E0
1.882992839E1;1.574395418E0;-2.245042324E0;9.280388832E0
1.883239109E1;1.552835941E0;-2.280974150E0;9.392977715E0
1.883485380E1;1.507322073E0;-2.302533627E0;9.534310341E0
1.883731651E1;1.480971813E0;-2.331279516E0;9.663666725E0
1.883977714E1;1.428271294E0;-2.348047733E0;9.730739594E0
1.884223984E1;1.377966166E0;-2.369606972E0;9.879259109E0
1.884470255E1;1.389943361E0;-2.388771057E0;9.943937302E0
1.884716521E1;1.401921034E0;-2.374397993E0;1.005412960E1
1.884962792E1;1.445039511E0;-2.379189014E0;1.014515686E1
1.885209063E1;1.445039511E0;-2.362420559E0;1.020264816E1
1.885455333E1;1.459412575E0;-2.328883886E0;1.032002735E1
1.885701599E1;1.452225924E0;-2.297742844E0;1.035356331E1
1.885947875E1;1.461807966E0;-2.273787975E0;1.035116863E1
1.886194141E1;1.485762596E0;-2.228273630E0;1.032481861E1
1.886440411E1;1.401921034E0;-2.233064651E0;1.034877205E1
1.886686682E1;1.406712055E0;-2.185155153E0;1.034637737E1
1.886933151E1;1.409107447E0;-2.170782328E0;1.031763172E1
1.887179422E1;1.394734383E0;-2.134850264E0;1.024576759E1
1.887425693E1;1.358802319E0;-2.091731548E0;1.021702099E1
1.887671958E1;1.370779753E0;-2.019867182E0;1.015234280E1
1.887918229E1;1.373175144E0;-1.983934879E0;1.005652428E1
1.888164500E1;1.370779753E0;-1.952793837E0;1.001580143E1
1.888410771E1;1.356406689E0;-1.868952036E0;9.960704803E0
1.888657042E1;1.308497190E0;-1.866556406E0;9.867280960E0
1.888903312E1;1.296519995E0;-1.828228951E0;9.788229942E0
1.889149578E1;1.272564888E0;-1.741991758E0;9.716365814E0
1.889395849E1;1.219864368E0;-1.689291120E0;9.622941971E0
1.889642120E1;1.248610258E0;-1.660545349E0;9.584615707E0
1.889891177E1;1.227051020E0;-1.634195089E0;9.512750626E0
1.890137443E1;1.236633062E0;-1.624613285E0;9.416931152E0
1.890383714E1;1.262983322E0;-1.564726233E0;9.342671394E0
1.890629984E1;1.227051020E0;-1.519212246E0;9.299552917E0
1.890876255E1;1.193514109E0;-1.483279943E0;9.206129074E0
1.891122526E1;1.210282803E0;-1.454534292E0;9.110310555E0
1.891368797E1;1.183932304E0;-1.411415577E0;9.079169273E0
1.891615062E1;1.126440763E0;-1.368296981E0;9.079169273E0
1.891861333E1;1.133627415E0;-1.310805440E0;9.055213928E0
1.892107604E1;1.195909739E0;-1.289246202E0;8.992932320E0
