t;kinect_foot_right;;;kinect_foot_left;;;kinect_hand_right;;;kinect_hand_left;;;imu_acceleration;;;imu_orientation;;;;
t;x;y;z;x;y;z;x;y;z;x;y;z;x;y;z;w;x;y;z;
284;0;0;0;0;0;0;0;0;0;0;0;0;7013;5539;-1336;-0,11853;-0,175598;-0,601501;0,770264;
299;0,07163357;-0,2844621;1,224072;-0,1447188;-0,2007117;1,074473;0,3279705;0,4056362;1,096014;-0,3455374;-0,007066229;0,9986342;7885;5588;-753;-0,099243;-0,185547;-0,624512;0,752136;
312;0;0;0;0;0;0;0;0;0;0;0;0;7885;5588;-753;-0,099243;-0,185547;-0,624512;0,752136;
327;0,07219093;-0,2820416;1,228828;-0,1095437;-0,1905224;1,062289;0,3416546;0,4071755;1,096856;-0,3376993;-0,003677975;0,9850908;8086;5551;-654;-0,09259;-0,188538;-0,63147;0,74646;
340;0;0;0;0;0;0;0;0;0;0;0;0;8086;5551;-654;-0,09259;-0,188538;-0,63147;0,74646;
353;0;0;0;0;0;0;0;0;0;0;0;0;8235;5342;-500;-0,082275;-0,192505;-0,641663;0,737854;
371;0,07279404;-0,2796195;1,233275;-0,08839958;-0,1848427;1,054937;0,3565087;0,4083708;1,097562;-0,3275921;0,000716442;0,9725295;8235;5342;-500;-0,082275;-0,192505;-0,641663;0,737854;
393;0,07334775;-0,2776171;1,236953;-0,08296201;-0,1816708;1,053354;0,3689007;0,4089026;1,098284;-0,3175071;0,005213792;0,9619055;8235;5342;-500;-0,082275;-0,192505;-0,641663;0,737854;
406;0;0;0;0;0;0;0;0;0;0;0;0;8577;5083;139;-0,062744;-0,19812;-0,657654;0,72406;
420;0;0;0;0;0;0;0;0;0;0;0;0;8577;5083;139;-0,062744;-0,19812;-0,657654;0,72406;
434;0,07403056;-0,2757688;1,24027;-0,03515303;-0,1467091;1,002049;0,3794799;0,4087118;1,099006;-0,3059812;0,01086659;0,952647;8692;5044;388;-0,054626;-0,199646;-0,663757;0,71875;
447;0;0;0;0;0;0;0;0;0;0;0;0;8692;5044;388;-0,054626;-0,199646;-0,663757;0,71875;
463;0,07458308;-0,2742766;1,242857;-0,01710657;-0,1304879;0,9826882;0,3502494;0,3969555;1,109253;-0,2664014;0,006294355;0,9304842;8692;5044;388;-0,054626;-0,199646;-0,663757;0,71875;
476;0;0;0;0;0;0;0;0;0;0;0;0;8797;4870;719;-0,033386;-0,201477;-0,679443;0,704773;
489;0;0;0;0;0;0;0;0;0;0;0;0;8797;4870;719;-0,033386;-0,201477;-0,679443;0,704773;
502;0,07500168;-0,2731358;1,244806;-0,07004967;-0,1598997;1,027906;0,357923;0,3797845;1,115976;-0,2389621;0,007235007;0,9171518;8955;4848;1078;-0,019104;-0,201721;-0,688965;0,695923;
516;0;0;0;0;0;0;0;0;0;0;0;0;8955;4848;1078;-0,019104;-0,201721;-0,688965;0,695923;
532;0,07527928;-0,272261;1,246223;-0,04209043;-0,1873794;1,032286;0,3951249;0,3807259;1,11055;-0,2215635;0,01040882;0,9092082;9068;4824;1345;-0,009277;-0,201233;-0,695313;0,68988;
550;0;0;0;0;0;0;0;0;0;0;0;0;9068;4824;1345;-0,009277;-0,201233;-0,695313;0,68988;
566;0,07547589;-0,2715763;1,247281;-0,03008837;-0,203112;1,036503;0,4159734;0,3802609;1,107267;-0,206215;0,01594242;0,9028009;9068;4824;1345;-0,009277;-0,201233;-0,695313;0,68988;
579;0;0;0;0;0;0;0;0;0;0;0;0;9381;4472;1718;0,023376;-0,197388;-0,713501;0,671875;
598;0,06598818;-0,2424454;1,268081;-0,02173108;-0,212238;1,038599;0,4277336;0,3784998;1,105281;-0,1886222;0,02485009;0,8962348;9381;4472;1718;0,023376;-0,197388;-0,713501;0,671875;
610;0;0;0;0;0;0;0;0;0;0;0;0;9475;4418;1932;0,036316;-0,194458;-0,719177;0,666016;
625;0,06088783;-0,2267822;1,279091;-0,01571321;-0,2180437;1,039838;0,435321;0,3763773;1,103716;-0,172368;0,03519584;0,8901283;9475;4418;1932;0,036316;-0,194458;-0,719177;0,666016;
639;0;0;0;0;0;0;0;0;0;0;0;0;9475;4418;1932;0,036316;-0,194458;-0,719177;0,666016;
652;0;0;0;0;0;0;0;0;0;0;0;0;9806;4192;3005;0,072693;-0,180786;-0,732361;0,652466;
667;0,05872727;-0,2145008;1,28887;-0,01316365;-0,2306167;1,041272;0,4409595;0,3733369;1,101571;-0,1568148;0,04699089;0,8835562;9806;4192;3005;0,072693;-0,180786;-0,732361;0,652466;
684;0;0;0;0;0;0;0;0;0;0;0;0;9886;4057;3349;0,097046;-0,167908;-0,739136;0,64502;
702;0,05771584;-0,2058563;1,295943;-0,01164093;-0,238908;1,042074;0,4446945;0,3669505;1,09739;-0,1412621;0,0609144;0,8766303;9886;4057;3349;0,097046;-0,167908;-0,739136;0,64502;
715;0;0;0;0;0;0;0;0;0;0;0;0;9886;4057;3349;0,097046;-0,167908;-0,739136;0,64502;
731;0,05721204;-0,2002943;1,300616;-0,01069961;-0,244461;1,042559;0,4445734;0,3566279;1,091752;-0,1275006;0,07367254;0,8699977;9229;4178;5242;0,139954;-0,139099;-0,748718;0,632874;
743;0;0;0;0;0;0;0;0;0;0;0;0;9229;4178;5242;0,139954;-0,139099;-0,748718;0,632874;
756;0;0;0;0;0;0;0;0;0;0;0;0;9090;4001;5637;0,157227;-0,128296;-0,751343;0,62793;
771;0,064608;-0,2128836;1,298128;-0,01013591;-0,2483698;1,042889;0,4391117;0,3411647;1,083536;-0,1075462;0,08944479;0,8626035;9090;4001;5637;0,157227;-0,128296;-0,751343;0,62793;
784;0;0;0;0;0;0;0;0;0;0;0;0;9178;3831;6285;0,18457;-0,112244;-0,754272;0,620056;
805;0,07082585;-0,2245062;1,295563;-0,009675759;-0,2508321;1,043147;0,4294475;0,3220672;1,073651;-0,08538242;0,1067873;0,8580803;9178;3831;6285;0,18457;-0,112244;-0,754272;0,620056;
819;0;0;0;0;0;0;0;0;0;0;0;0;9178;3831;6285;0,18457;-0,112244;-0,754272;0,620056;
834;0,07529347;-0,2309549;1,294691;-0,009466713;-0,2526175;1,043325;0,4163048;0,3037108;1,063688;-0,07048391;0,1207858;0,8555639;8797;3434;8085;0,227966;-0,084106;-0,756226;0,607483;
846;0;0;0;0;0;0;0;0;0;0;0;0;8797;3434;8085;0,227966;-0,084106;-0,756226;0,607483;
861;0,08766137;-0,2473314;1,290299;-0,009581446;-0,2537783;1,043458;0,4086822;0,2901565;1,055424;-0,0571693;0,1349135;0,8534793;8716;3284;8328;0,244446;-0,074097;-0,756348;0,602234;
873;0;0;0;0;0;0;0;0;0;0;0;0;8716;3284;8328;0,244446;-0,074097;-0,756348;0,602234;
886;0;0;0;0;0;0;0;0;0;0;0;0;8633;3019;8903;0,269592;-0,058167;-0,75592;0,59375;
902;0,09391262;-0,2552014;1,288478;-0,01018479;-0,2559829;1,043672;0,4030017;0,2763781;1,046503;-0,04635272;0,1464224;0,8508343;8633;3019;8903;0,269592;-0,058167;-0,75592;0,59375;
914;0;0;0;0;0;0;0;0;0;0;0;0;8438;2680;9745;0,285828;-0,047729;-0,754883;0,588318;
929;0,09853093;-0,2643827;1,283875;0,005715186;-0,2374852;1,056896;0,3983667;0,2626025;1,038046;-0,03713315;0,158865;0,8478913;8438;2680;9745;0,285828;-0,047729;-0,754883;0,588318;
944;0;0;0;0;0;0;0;0;0;0;0;0;8438;2680;9745;0,285828;-0,047729;-0,754883;0,588318;
957;0;0;0;0;0;0;0;0;0;0;0;0;8049;1981;10511;0,33252;-0,02301;-0,748291;0,573486;
971;0,1013351;-0,2693639;1,28161;0,07282855;-0,2125877;1,062561;0,3944317;0,2470832;1,028713;-0,02816163;0,1764911;0,8448805;8049;1981;10511;0,33252;-0,02301;-0,748291;0,573486;
988;0;0;0;0;0;0;0;0;0;0;0;0;7792;1718;10978;0,3479;-0,013794;-0,745361;0,568543;
10;0,1032614;-0,2733358;1,279447;0,0507651;-0,2091792;1,145479;0,3911075;0,2301514;1,018447;-0,02234184;0,1904286;0,8422865;7792;1718;10978;0,3479;-0,013794;-0,745361;0,568543;
25;0;0;0;0;0;0;0;0;0;0;0;0;7792;1718;10978;0,3479;-0,013794;-0,745361;0,568543;
39;0,102061;-0,3351295;1,234118;0,0554487;-0,2048272;1,167686;0,3878798;0,2132865;1,009238;-0,01887752;0,205612;0,8393827;7272;874;12007;0,384033;0,004639;-0,736084;0,557434;
52;0;0;0;0;0;0;0;0;0;0;0;0;7272;874;12007;0,384033;0,004639;-0,736084;0,557434;
67;0,1119697;-0,4015788;1,240699;0,05026673;-0,2208578;1,186981;0,384062;0,1946045;1,001157;-0,08328552;0,2263153;0,8377142;7120;514;12352;0,40509;0,016418;-0,729126;0,551331;
80;0;0;0;0;0;0;0;0;0;0;0;0;7120;514;12352;0,40509;0,016418;-0,729126;0,551331;
96;0,1161399;-0,4298872;1,242252;0,04799796;-0,2433727;1,195141;0,3800689;0,1774264;0,9942444;-0,13412;0,2382269;0,8485653;7013;233;12786;0,41864;0,025085;-0,723877;0,547852;
108;0;0;0;0;0;0;0;0;0;0;0;0;7013;233;12786;0,41864;0,025085;-0,723877;0,547852;
121;0;0;0;0;0;0;0;0;0;0;0;0;7013;233;12786;0,41864;0,025085;-0,723877;0,547852;
140;0,1173823;-0,4412616;1,237964;0,04676265;-0,2634618;1,1967;0,3739604;0,1608387;0,9877309;-0,1570883;0,2436381;0,8537949;6346;-452;13552;0,44812;0,051453;-0,708618;0,542603;
160;0,1175776;-0,4442859;1,23142;0,04703784;-0,2713051;1,198877;0,3660928;0,1426062;0,9806136;-0,1684021;0,2478118;0,8558691;6346;-452;13552;0,44812;0,051453;-0,708618;0,542603;
174;0;0;0;0;0;0;0;0;0;0;0;0;6346;-452;13552;0,44812;0,051453;-0,708618;0,542603;
190;0,1171807;-0,4369455;1,224051;0,04615102;-0,2989909;1,174592;0,3579103;0,1259116;0,9747831;-0,1745497;0,2512009;0,8579358;5645;-950;13946;0,47522;0,077393;-0,692078;0,53772;
206;0;0;0;0;0;0;0;0;0;0;0;0;5645;-950;13946;0,47522;0,077393;-0,692078;0,53772;
219;0;0;0;0;0;0;0;0;0;0;0;0;5384;-1294;14408;0,49231;0,092346;-0,680847;0,534363;
242;0,1150605;-0,4254824;1,213379;0,04562413;-0,3124025;1,161533;0,3477142;0,1082533;0,9686034;-0,1327938;0,2715617;0,8556738;5384;-1294;14408;0,49231;0,092346;-0,680847;0,534363;
257;0;0;0;0;0;0;0;0;0;0;0;0;5384;-1294;14408;0,49231;0,092346;-0,680847;0,534363;
270;0,1134751;-0,4170666;1,20583;0,04529691;-0,3196039;1,153402;0,3370126;0,09161642;0,9632779;-0,09794599;0,2832544;0,8477076;4614;-2114;15110;0,518494;0,116699;-0,66095;0,529785;
285;0;0;0;0;0;0;0;0;0;0;0;0;4614;-2114;15110;0,518494;0,116699;-0,66095;0,529785;
301;0,1131521;-0,4158546;1,20299;0,04470919;-0,3219367;1,148143;0,3202048;0,07177022;0,9567524;-0,0748932;0,292833;0,8404148;4614;-2114;15110;0,518494;0,116699;-0,66095;0,529785;
315;0;0;0;0;0;0;0;0;0;0;0;0;3936;-2654;15383;0,543091;0,141357;-0,640259;0,524536;
329;0,1127351;-0,4152919;1,201196;0,04392482;-0,3216048;1,144158;0,3024998;0,05328803;0,9498003;-0,06502234;0,2989189;0,8370566;3936;-2654;15383;0,543091;0,141357;-0,640259;0,524536;
342;0;0;0;0;0;0;0;0;0;0;0;0;3601;-3225;15697;0,556335;0,157532;-0,627869;0,520996;
356;0;0;0;0;0;0;0;0;0;0;0;0;3601;-3225;15697;0,556335;0,157532;-0,627869;0,520996;
369;0,1126784;-0,4148798;1,20011;0,04326298;-0,3191604;1,141286;0,2860614;0,03842085;0,9429785;-0,060164;0,3047298;0,8345888;3489;-3557;15929;0,564453;0,168335;-0,619202;0,519226;
382;0;0;0;0;0;0;0;0;0;0;0;0;3489;-3557;15929;0,564453;0,168335;-0,619202;0,519226;
397;0,1130944;-0,4148677;1,199893;0,04290175;-0,316029;1,139482;0,2688061;0,02436223;0,9374755;-0,05847368;0,311773;0,8315542;3474;-3931;16198;0,574768;0,186401;-0,605286;0,518127;
415;0;0;0;0;0;0;0;0;0;0;0;0;3474;-3931;16198;0,574768;0,186401;-0,605286;0,518127;
430;0,1134996;-0,4148387;1,199414;0,04298837;-0,3126867;1,138452;0,2535059;0,01051026;0,9323191;-0,09149285;0,3216542;0,8455373;3474;-3931;16198;0,574768;0,186401;-0,605286;0,518127;
444;0;0;0;0;0;0;0;0;0;0;0;0;3066;-4472;16482;0,586792;0,222168;-0,579956;0,519531;
458;0;0;0;0;0;0;0;0;0;0;0;0;3066;-4472;16482;0,586792;0,222168;-0,579956;0,519531;
472;0,114059;-0,4149798;1,199143;0,04347843;-0,3094893;1,138058;0,2414415;-0,003627268;0,9281574;-0,1265691;0,3288088;0,860263;2754;-4814;16585;0,592712;0,242615;-0,565552;0,519592;
486;0;0;0;0;0;0;0;0;0;0;0;0;2754;-4814;16585;0,592712;0,242615;-0,565552;0,519592;
500;0,1145428;-0,4154177;1,198026;0,04445234;-0,3060621;1,138219;0,2319238;-0,02097721;0,9246228;-0,1343908;0,3370583;0,85269;2678;-5062;16683;0,59668;0,255005;-0,556519;0,51886;
513;0;0;0;0;0;0;0;0;0;0;0;0;2678;-5062;16683;0,59668;0,255005;-0,556519;0,51886;
528;0,1144037;-0,4166952;1,19458;0,04530184;-0,3040948;1,138573;0,2262018;-0,04293982;0,9218163;-0,1357376;0,3504175;0,8485264;2608;-5472;16873;0,602417;0,272339;-0,543518;0,517151;
541;0;0;0;0;0;0;0;0;0;0;0;0;2608;-5472;16873;0,602417;0,272339;-0,543518;0,517151;
555;0;0;0;0;0;0;0;0;0;0;0;0;2608;-5472;16873;0,602417;0,272339;-0,543518;0,517151;
569;0,1120127;-0,4182166;1,186358;0,04276672;-0,3155497;1,128527;0,2231951;-0,06141065;0,9212549;-0,1357187;0,3625501;0,8449157;2692;-5800;17095;0,609558;0,30127;-0,520874;0,516052;
582;0;0;0;0;0;0;0;0;0;0;0;0;2692;-5800;17095;0,609558;0,30127;-0,520874;0,516052;
598;0,1105703;-0,4185783;1,179871;0,04065241;-0,325228;1,120251;0,2219627;-0,07978087;0,9222791;-0,1359577;0,3710605;0,8418965;2706;-5930;17249;0,611328;0,31427;-0,510498;0,516541;
615;0;0;0;0;0;0;0;0;0;0;0;0;2706;-5930;17249;0,611328;0,31427;-0,510498;0,516541;
630;0,1085257;-0,4188199;1,173642;0,04111833;-0,3209181;1,116178;0,2053682;-0,0730005;0,9506559;-0,1369341;0,3765002;0,8397188;2403;-6412;17396;0,612061;0,3349;-0,494446;0,518311;
643;0;0;0;0;0;0;0;0;0;0;0;0;2403;-6412;17396;0,612061;0,3349;-0,494446;0,518311;
659;0,1028594;-0,4190327;1,165737;0,04282534;-0,313435;1,115132;0,1964509;-0,07388507;0,9635414;-0,1385804;0,3805323;0,8386722;2403;-6412;17396;0,612061;0,3349;-0,494446;0,518311;
671;0;0;0;0;0;0;0;0;0;0;0;0;2157;-6789;17536;0,612976;0,36438;-0,471375;0,51886;
685;0;0;0;0;0;0;0;0;0;0;0;0;2157;-6789;17536;0,612976;0,36438;-0,471375;0,51886;
700;0,09756801;-0,4194013;1,157889;0,04323616;-0,3112074;1,113066;0,2010603;-0,1021746;0,9608553;-0,1411432;0,3844783;0,8385747;2154;-6951;17603;0,612915;0,37439;-0,464417;0,518127;
713;0;0;0;0;0;0;0;0;0;0;0;0;2154;-6951;17603;0,612915;0,37439;-0,464417;0,518127;
729;0,09533185;-0,4195862;1,152745;0,04349937;-0,3077386;1,110647;0,1886571;-0,1048865;0,9730703;-0,146078;0,3874928;0,8370761;2250;-7334;17582;0,611572;0,389038;-0,454956;0,517334;
743;0;0;0;0;0;0;0;0;0;0;0;0;2250;-7334;17582;0,611572;0,389038;-0,454956;0,517334;
758;0,09412509;-0,4193715;1,148953;0,04353138;-0,3021398;1,107707;0,181052;-0,1070604;0,9805661;-0,1511123;0,3909165;0,8365771;2388;-7527;17474;0,609131;0,401917;-0,447815;0,516541;
775;0;0;0;0;0;0;0;0;0;0;0;0;2388;-7527;17474;0,609131;0,401917;-0,447815;0,516541;
794;0,09346276;-0,4197744;1,14596;0,0432366;-0,2951801;1,104192;0,1794104;-0,140655;0,971365;-0,1565274;0,3949618;0,8373986;2388;-7527;17474;0,609131;0,401917;-0,447815;0,516541;
807;0;0;0;0;0;0;0;0;0;0;0;0;2971;-7449;17421;0,606018;0,417786;-0,438171;0,51593;
824;0;0;0;0;0;0;0;0;0;0;0;0;2971;-7449;17421;0,606018;0,417786;-0,438171;0,51593;
839;0,09401599;-0,4204087;1,142915;0,03388093;-0,1921612;0,9970028;0,1724078;-0,1383484;0,9813195;-0,1599854;0,3981578;0,8435219;2971;-7449;17421;0,606018;0,417786;-0,438171;0,51593;
851;0;0;0;0;0;0;0;0;0;0;0;0;3377;-7471;17440;0,603821;0,42865;-0,424927;0,520569;
867;0,09438051;-0,4213764;1,140741;0,03015495;-0,1520054;0,9582167;0,1669293;-0,137002;0,988833;-0,1644867;0,4041503;0,8526134;3377;-7471;17440;0,603821;0,42865;-0,424927;0,520569;
879;0;0;0;0;0;0;0;0;0;0;0;0;3255;-7410;17416;0,602722;0,431763;-0,418884;0,524231;
895;0,09561181;-0,4238645;1,13905;0,02784633;-0,1287;0,9346151;0,1631843;-0,1361955;0,9942309;-0,1698774;0,4125169;0,8643024;3255;-7410;17416;0,602722;0,431763;-0,418884;0,524231;
908;0;0;0;0;0;0;0;0;0;0;0;0;3015;-7104;17404;0,60144;0,434876;-0,410522;0,529663;
927;0,09673426;-0,4252878;1,137449;0,02726945;-0,1276898;0,932598;0,1616686;-0,1386469;0,9979497;-0,1763745;0,4216349;0,8750687;3015;-7104;17404;0,60144;0,434876;-0,410522;0,529663;
952;0;0;0;0;0;0;0;0;0;0;0;0;3015;-7104;17404;0,60144;0,434876;-0,410522;0,529663;
968;0,1556894;-0,5003232;1,146173;0,02670713;-0,1268148;0,9295101;0,1594378;-0,1387475;1,00173;-0,1831766;0,4288454;0,8845872;2727;-6924;17404;0,598389;0,439941;-0,39563;0,540161;
981;0;0;0;0;0;0;0;0;0;0;0;0;2727;-6924;17404;0,598389;0,439941;-0,39563;0,540161;
996;0,1288046;-0,4581652;1,133894;0,02655787;-0,1286081;0,9278789;0,1574734;-0,1389263;1,005064;-0,1895641;0,436049;0,8940505;2727;-6924;17404;0,598389;0,439941;-0,39563;0,540161;
9;0;0;0;0;0;0;0;0;0;0;0;0;2088;-6668;17340;0,596069;0,439514;-0,387878;0,548706;
26;0,124511;-0,4502214;1,12896;0,02666017;-0,137526;0,9334181;0,155884;-0,1391427;1,007882;-0,1959249;0,4430274;0,903294;2088;-6668;17340;0,596069;0,439514;-0,387878;0,548706;
40;0;0;0;0;0;0;0;0;0;0;0;0;2088;-6668;17340;0,596069;0,439514;-0,387878;0,548706;
53;0;0;0;0;0;0;0;0;0;0;0;0;2181;-6284;17572;0,597595;0,431946;-0,388245;0,552734;
69;0,1141659;-0,4368012;1,123711;0,02677491;-0,1449317;0,9378623;0,1547026;-0,1394533;1,01003;-0,2018945;0,4494561;0,9120196;2181;-6284;17572;0,597595;0,431946;-0,388245;0,552734;
85;0;0;0;0;0;0;0;0;0;0;0;0;2124;-6147;17643;0,595703;0,430542;-0,385498;0,557739;
104;0,1086061;-0,4305013;1,120499;0,02676493;-0,1496924;0,9405103;0,1538291;-0,1397884;1,011691;-0,2074529;0,4547035;0,9196198;2124;-6147;17643;0,595703;0,430542;-0,385498;0,557739;
116;0;0;0;0;0;0;0;0;0;0;0;0;2124;-6147;17643;0,595703;0,430542;-0,385498;0,557739;
132;0,1051029;-0,4265271;1,11819;0,02675073;-0,1535736;0,942147;0,153173;-0,1401753;1,012977;-0,2125772;0,4593887;0,9263703;1767;-5723;17686;0,592102;0,427917;-0,381226;0,566467;
146;0;0;0;0;0;0;0;0;0;0;0;0;1767;-5723;17686;0,592102;0,427917;-0,381226;0,566467;
161;0,1029206;-0,4241532;1,116592;0,02682098;-0,1563371;0,9430262;0,1526907;-0,140524;1,01396;-0,2172435;0,4626259;0,9326848;1672;-5599;17715;0,590698;0,426514;-0,380127;0,569702;
173;0;0;0;0;0;0;0;0;0;0;0;0;1672;-5599;17715;0,590698;0,426514;-0,380127;0,569702;
186;0;0;0;0;0;0;0;0;0;0;0;0;1615;-5442;17784;0,588379;0,424438;-0,378784;0,574524;
202;0,1014315;-0,4226181;1,115364;0,02695528;-0,1588531;0,943369;0,15235;-0,1408523;1,014712;-0,221753;0,4651126;0,9388403;1615;-5442;17784;0,588379;0,424438;-0,378784;0,574524;
215;0;0;0;0;0;0;0;0;0;0;0;0;1509;-5240;17824;0,585693;0,422607;-0,378174;0,57898;
235;0,1003871;-0,4216138;1,114305;0,02726817;-0,1616084;0,9432968;0,1521161;-0,1412214;1,01528;-0,2258615;0,466652;0,9448345;1509;-5240;17824;0,585693;0,422607;-0,378174;0,57898;
248;0;0;0;0;0;0;0;0;0;0;0;0;1509;-5240;17824;0,585693;0,422607;-0,378174;0,57898;
264;0,09975249;-0,4211543;1,113355;0,02775852;-0,164739;0,9428465;0,1519817;-0,141632;1,015704;-0,2295033;0,4675942;0,950322;1572;-4867;18009;0,582886;0,416748;-0,379456;0,585205;
277;0;0;0;0;0;0;0;0;0;0;0;0;1572;-4867;18009;0,582886;0,416748;-0,379456;0,585205;
291;0;0;0;0;0;0;0;0;0;0;0;0;1565;-4662;18079;0,58136;0,414551;-0,379334;0,58844;
305;0,09939867;-0,4210279;1,112453;0,02823676;-0,1672705;0,9422765;0,1519087;-0,1420362;1,016008;-0,2329731;0,4679792;0,9556988;1565;-4662;18079;0,58136;0,414551;-0,379334;0,58844;
319;0;0;0;0;0;0;0;0;0;0;0;0;1417;-4340;18128;0,578857;0,411133;-0,378723;0,593567;
335;0,09923806;-0,4210424;1,111562;0,08007127;-0,3102362;1,10019;0,1518976;-0,1424481;1,016208;-0,2359845;0,4680901;0,9605032;1417;-4340;18128;0,578857;0,411133;-0,378723;0,593567;
348;0;0;0;0;0;0;0;0;0;0;0;0;1417;-4340;18128;0,578857;0,411133;-0,378723;0,593567;
363;0,09918027;-0,4212949;1,110579;0,09210861;-0,3437112;1,135042;0,1519496;-0,1429186;1,016285;-0,2458788;0,4677802;0,9655235;1214;-3958;18219;0,575073;0,405151;-0,377991;0,601807;
377;0;0;0;0;0;0;0;0;0;0;0;0;1214;-3958;18219;0,575073;0,405151;-0,377991;0,601807;
390;0;0;0;0;0;0;0;0;0;0;0;0;1155;-3824;18258;0,573486;0,402832;-0,37793;0,604919;
405;0,09913682;-0,4215099;1,109458;0,09918964;-0,3618932;1,155232;0,1520477;-0,1434655;1,016222;-0,2532957;0,4672421;0,9695679;1155;-3824;18258;0,573486;0,402832;-0,37793;0,604919;
418;0;0;0;0;0;0;0;0;0;0;0;0;1040;-3563;18292;0,570923;0,399597;-0,378418;0,609192;
438;0,09917544;-0,4216212;1,108296;0,09978147;-0,3618694;1,154326;0,1521775;-0,1440688;1,016016;-0,2593528;0,4661464;0,9732055;1040;-3563;18292;0,570923;0,399597;-0,378418;0,609192;
451;0;0;0;0;0;0;0;0;0;0;0;0;1040;-3563;18292;0,570923;0,399597;-0,378418;0,609192;
467;0,09923616;-0,421613;1,107083;0,1003913;-0,3619784;1,153347;0,1523161;-0,1446719;1,015641;-0,2636499;0,465087;0,9763529;935;-3270;18364;0,566162;0,394348;-0,380371;0,615845;
481;0;0;0;0;0;0;0;0;0;0;0;0;935;-3270;18364;0,566162;0,394348;-0,380371;0,615845;
495;0,1541941;-0,5070224;1,128531;0,0744008;-0,3151949;1,129403;0,1547187;-0,151596;1,013453;-0,2666516;0,4638592;0,9792864;849;-3071;18399;0,563782;0,390442;-0,381958;0,619446;
509;0;0;0;0;0;0;0;0;0;0;0;0;849;-3071;18399;0,563782;0,390442;-0,381958;0,619446;
523;0;0;0;0;0;0;0;0;0;0;0;0;779;-2936;18421;0,562561;0,38739;-0,383301;0,621643;
537;0,1856487;-0,5566407;1,140875;0,06415676;-0,2958395;1,118336;0,1565091;-0,1575208;1,010991;-0,2686016;0,4619685;0,9824157;779;-2936;18421;0,562561;0,38739;-0,383301;0,621643;
552;0;0;0;0;0;0;0;0;0;0;0;0;779;-2936;18421;0,562561;0,38739;-0,383301;0,621643;
572;0,1980729;-0,5762402;1,145327;0,05732159;-0,2819142;1,108976;0,157737;-0,1621446;1,008448;-0,2696466;0,4596185;0,9856763;663;-2694;18513;0,559448;0,379334;-0,386658;0,62738;
589;0;0;0;0;0;0;0;0;0;0;0;0;663;-2694;18513;0,559448;0,379334;-0,386658;0,62738;
604;0,188078;-0,5881475;1,127294;0,05386462;-0,2749991;1,104554;0,1576832;-0,1929732;0,9881608;-0,2697212;0,4566322;0,9889255;663;-2694;18513;0,559448;0,379334;-0,386658;0,62738;
617;0;0;0;0;0;0;0;0;0;0;0;0;568;-2514;18620;0,555115;0,37146;-0,389709;0,633972;
632;0,191183;-0,5961604;1,126784;0,05161112;-0,2704616;1,101583;0,1572889;-0,2048701;0,9788064;-0,2692829;0,4523859;0,9906037;568;-2514;18620;0,555115;0,37146;-0,389709;0,633972;
651;0;0;0;0;0;0;0;0;0;0;0;0;552;-2354;18707;0,552002;0,366577;-0,391174;0,63855;
674;0,1925378;-0,5996953;1,126246;0,05094619;-0,2685835;1,099689;0,1569503;-0,2105258;0,9735681;-0,267071;0,4068743;1,014119;552;-2354;18707;0,552002;0,366577;-0,391174;0,63855;
687;0;0;0;0;0;0;0;0;0;0;0;0;552;-2354;18707;0,552002;0,366577;-0,391174;0,63855;
704;0,192652;-0,5991771;1,126052;0,05195409;-0,2696771;1,099121;0,1566507;-0,21365;0,9694479;-0,2615996;0,3813112;1,021783;402;-2010;18843;0,546265;0,357117;-0,392029;0,648315;
717;0;0;0;0;0;0;0;0;0;0;0;0;402;-2010;18843;0,546265;0,357117;-0,392029;0,648315;
734;0,1919269;-0,5963291;1,126181;0,05371156;-0,2723545;1,099475;0,1560953;-0,2136843;0,9654422;-0,2500559;0,3761114;1,008608;402;-2010;18843;0,546265;0,357117;-0,392029;0,648315;
746;0;0;0;0;0;0;0;0;0;0;0;0;114;-1640;18939;0,540894;0,345703;-0,392517;0,658569;
762;0,1907935;-0,5928391;1,126545;0,05589208;-0,2764699;1,100607;0,1543015;-0,2045228;0,9600439;-0,2414145;0,3710467;0,9979898;114;-1640;18939;0,540894;0,345703;-0,392517;0,658569;
775;0;0;0;0;0;0;0;0;0;0;0;0;40;-1515;19009;0,538757;0,34082;-0,3927;0,662781;
788;0;0;0;0;0;0;0;0;0;0;0;0;40;-1515;19009;0,538757;0,34082;-0,3927;0,662781;
804;0,1893489;-0,5892114;1,126738;0,05760122;-0,2800137;1,101759;0,1525767;-0,1942523;0,9552064;-0,23472;0,3650565;0,9908414;-163;-1272;19054;0,5354;0,333313;-0,39325;0,669006;
816;0;0;0;0;0;0;0;0;0;0;0;0;-163;-1272;19054;0,5354;0,333313;-0,39325;0,669006;
833;0,1876556;-0,5858059;1,126698;0,01943329;-0,2572226;1,008068;0,1517553;-0,1849186;0,9506178;-0,2265306;0,3567129;0,9819338;-163;-1272;19054;0,5354;0,333313;-0,39325;0,669006;
845;0;0;0;0;0;0;0;0;0;0;0;0;-410;-827;19101;0,529236;0,32251;-0,395386;0,677856;
867;0,1859927;-0,58303;1,126759;-0,004236351;-0,2477463;0,9544196;0,1517736;-0,1765755;0,945316;-0,2173205;0,3481306;0,9698197;-410;-827;19101;0,529236;0,32251;-0,395386;0,677856;
