t;kinect_foot_right;;;kinect_foot_left;;;kinect_hand_right;;;kinect_hand_left;;;imu_acceleration;;;imu_orientation;;;;
t;x;y;z;x;y;z;x;y;z;x;y;z;x;y;z;w;x;y;z;
625;0,02588402;-0,2090984;1,208822;-0,2153617;-0,003857797;1,100578;0,3934025;0,3091087;1,023539;-0,7094656;0,1870706;1,394414;-663;322;16255;0,497925;-0,215088;-0,794128;0,274292;
642;0;0;0;0;0;0;0;0;0;0;0;0;-663;322;16255;0,497925;-0,215088;-0,794128;0,274292;
657;0,03263487;-0,2191128;1,211;-0,1552527;-0,01127999;1,082024;0,3937061;0,306724;1,022624;-0,7124376;0,1938021;1,392349;-531;372;16171;0,497314;-0,216797;-0,793701;0,275208;
669;0;0;0;0;0;0;0;0;0;0;0;0;-531;372;16171;0,497314;-0,216797;-0,793701;0,275208;
684;0,03850681;-0,2318979;1,211362;-0,05308206;-0,1451965;1,072875;0,3944442;0,3045438;1,021721;-0,7146405;0,1989782;1,390035;-531;372;16171;0,497314;-0,216797;-0,793701;0,275208;
700;0;0;0;0;0;0;0;0;0;0;0;0;-357;418;16020;0,495483;-0,219849;-0,792969;0,278137;
720;0,04400102;-0,2460282;1,212488;-0,04546601;-0,1610285;1,071244;0,395612;0,3026056;1,020873;-0,7169276;0,2030455;1,387085;-357;418;16020;0,495483;-0,219849;-0,792969;0,278137;
734;0;0;0;0;0;0;0;0;0;0;0;0;-357;418;16020;0,495483;-0,219849;-0,792969;0,278137;
748;0,04952906;-0,2598741;1,215011;-0,01044812;-0,1988339;1,067719;0,3971961;0,3008588;1,020277;-0,7183203;0,2065728;1,383581;-301;604;15665;0,493591;-0,226013;-0,791504;0,280762;
762;0;0;0;0;0;0;0;0;0;0;0;0;-301;604;15665;0,493591;-0,226013;-0,791504;0,280762;
775;0;0;0;0;0;0;0;0;0;0;0;0;-275;692;15524;0,492737;-0,231018;-0,790222;0,281738;
790;0,0746945;-0,3129036;1,137207;0,003659524;-0,2133375;1,065908;0,3996097;0,2991805;1,019719;-0,7188799;0,2096256;1,379641;-275;692;15524;0,492737;-0,231018;-0,790222;0,281738;
802;0;0;0;0;0;0;0;0;0;0;0;0;-256;703;15477;0,49231;-0,234436;-0,789307;0,282227;
819;0,09149565;-0,3455718;1,101168;0,007319663;-0,2154613;1,062296;0,4028;0,2976137;1,019304;-0,718899;0,2141809;1,371968;-256;703;15477;0,49231;-0,234436;-0,789307;0,282227;
831;0;0;0;0;0;0;0;0;0;0;0;0;-269;770;15453;0,491821;-0,238525;-0,787964;0,283386;
850;0,1000627;-0,3612761;1,08621;0,00854;-0,2237989;1,059327;0,4066779;0,2961412;1,019129;-0,7172059;0,2189433;1,363648;-269;770;15453;0,491821;-0,238525;-0,787964;0,283386;
867;0;0;0;0;0;0;0;0;0;0;0;0;-269;770;15453;0,491821;-0,238525;-0,787964;0,283386;
888;0,1063229;-0,384696;1,080959;0,01876446;-0,2036466;1,075942;0,4414049;0,2885625;1,006389;-0,7146664;0,2232873;1,354524;-306;798;15432;0,492126;-0,242676;-0,785522;0,286255;
901;0;0;0;0;0;0;0;0;0;0;0;0;-306;798;15432;0,492126;-0,242676;-0,785522;0,286255;
916;0,1103538;-0,3992904;1,084927;0,02295903;-0,1930639;1,084009;0,4573411;0,2850229;1,001043;-0,7116275;0,2267201;1,34478;-306;798;15432;0,492126;-0,242676;-0,785522;0,286255;
929;0;0;0;0;0;0;0;0;0;0;0;0;-327;1094;15500;0,493652;-0,242859;-0,782654;0,291138;
943;0;0;0;0;0;0;0;0;0;0;0;0;-327;1094;15500;0,493652;-0,242859;-0,782654;0,291138;
957;0,1129244;-0,4084828;1,101382;0,02632539;-0,1866673;1,0885;0,464507;0,2831391;1,000105;-0,7071866;0,2290311;1,333824;-413;1075;15468;0,494568;-0,242493;-0,78125;0,29364;
970;0;0;0;0;0;0;0;0;0;0;0;0;-413;1075;15468;0,494568;-0,242493;-0,78125;0,29364;
991;0,1143962;-0,4132646;1,121106;0,02365662;-0,1469859;1,077272;0,4694584;0,281565;1,000371;-0,6708463;0,2398802;1,319819;-627;1017;15481;0,495972;-0,240234;-0,779114;0,298706;
5;0;0;0;0;0;0;0;0;0;0;0;0;-627;1017;15481;0,495972;-0,240234;-0,779114;0,298706;
24;0,1150277;-0,4160321;1,1402;0,02754353;-0,1432706;1,077961;0,4731559;0,2801413;1,001136;-0,6474463;0,2458178;1,307314;-627;1017;15481;0,495972;-0,240234;-0,779114;0,298706;
42;0;0;0;0;0;0;0;0;0;0;0;0;-884;1115;15278;0,498657;-0,233154;-0,776245;0,307434;
62;0,1178565;-0,4221899;1,161991;0,03237945;-0,1460252;1,077759;0,4857423;0,2765417;0,9923357;-0,6335078;0,2486287;1,297208;-884;1115;15278;0,498657;-0,233154;-0,776245;0,307434;
74;0;0;0;0;0;0;0;0;0;0;0;0;-884;1115;15278;0,498657;-0,233154;-0,776245;0,307434;
90;0,1180726;-0,4263092;1,177749;0,03651426;-0,1531622;1,074612;0,4928055;0,2737864;0,9895127;-0,623368;0,2497189;1,287368;-1100;842;15427;0,503113;-0,225952;-0,773071;0,313355;
103;0;0;0;0;0;0;0;0;0;0;0;0;-1100;842;15427;0,503113;-0,225952;-0,773071;0,313355;
121;0,1179104;-0,4298766;1,191117;0,04013299;-0,1733559;1,06684;0,4978616;0,2714046;0,9890971;-0,6145296;0,248918;1,275414;-1100;842;15427;0,503113;-0,225952;-0,773071;0,313355;
134;0;0;0;0;0;0;0;0;0;0;0;0;-1075;480;15622;0,508301;-0,216003;-0,770264;0,318787;
150;0,1195789;-0,4318013;1,198516;0,04507586;-0,1848472;1,065131;0,5029923;0,2680804;0,9929199;-0,6068191;0,2469928;1,261659;-1075;480;15622;0,508301;-0,216003;-0,770264;0,318787;
163;0;0;0;0;0;0;0;0;0;0;0;0;-1096;429;15860;0,511658;-0,208191;-0,768494;0,322937;
181;0;0;0;0;0;0;0;0;0;0;0;0;-1096;429;15860;0,511658;-0,208191;-0,768494;0,322937;
201;0,1209391;-0,4336759;1,205166;0,08762435;-0,1613391;1,059411;0,5084517;0,2640416;1,001738;-0,5997052;0,2440757;1,24674;-1096;429;15860;0,511658;-0,208191;-0,768494;0,322937;
215;0,1217178;-0,435305;1,209884;0,1130305;-0,1470907;1,058578;0,5141451;0,2601183;1,015019;-0,6134335;0,2310696;1,21647;-1026;657;16222;0,515991;-0,196899;-0,765564;0,330078;
228;0;0;0;0;0;0;0;0;0;0;0;0;-1026;657;16222;0,515991;-0,196899;-0,765564;0,330078;
241;0;0;0;0;0;0;0;0;0;0;0;0;-989;755;16341;0,517212;-0,194031;-0,764343;0,332642;
256;0,1222644;-0,4362521;1,21295;0,1263517;-0,1413323;1,059981;0,5194994;0,2572553;1,029567;-0,6133001;0,2260997;1,199582;-989;755;16341;0,517212;-0,194031;-0,764343;0,332642;
272;0;0;0;0;0;0;0;0;0;0;0;0;-989;755;16341;0,517212;-0,194031;-0,764343;0,332642;
287;0,1228207;-0,437006;1,2151;0,1386065;-0,1371851;1,065534;0,5241359;0,2556038;1,042844;-0,606432;0,2234071;1,184212;-1120;983;16220;0,519165;-0,190796;-0,760986;0,338989;
301;0;0;0;0;0;0;0;0;0;0;0;0;-1120;983;16220;0,519165;-0,190796;-0,760986;0,338989;
316;0,1234308;-0,4376907;1,216467;0,03376476;-0,2004916;1,11654;0,5289162;0,2552248;1,056917;-0,5681896;0,2291338;1,168168;-1141;988;16139;0,519409;-0,190552;-0,760193;0,340576;
332;0;0;0;0;0;0;0;0;0;0;0;0;-1141;988;16139;0,519409;-0,190552;-0,760193;0,340576;
350;0;0;0;0;0;0;0;0;0;0;0;0;-1141;988;16139;0,519409;-0,190552;-0,760193;0,340576;
364;0,1239177;-0,4385032;1,217416;0,01409762;-0,217003;1,132418;0,5335231;0,2555487;1,068638;-0,5441972;0,2321032;1,157099;-1068;924;16062;0,519714;-0,191406;-0,758606;0,343079;
377;0;0;0;0;0;0;0;0;0;0;0;0;-1068;924;16062;0,519714;-0,191406;-0,758606;0,343079;
392;0,1243703;-0,4396929;1,218;0,002242981;-0,2274707;1,139618;0,5386641;0,2560418;1,07836;-0,5265388;0,2328693;1,14502;-990;961;15959;0,519592;-0,192871;-0,758118;0,343567;
404;0;0;0;0;0;0;0;0;0;0;0;0;-990;961;15959;0,519592;-0,192871;-0,758118;0,343567;
419;0,1263372;-0,4432369;1,20981;0,005662209;-0,2318325;1,140694;0,5444703;0,2565393;1,088669;-0,5114681;0,2323356;1,130886;-902;1010;15905;0,519531;-0,194153;-0,757996;0,343323;
432;0;0;0;0;0;0;0;0;0;0;0;0;-902;1010;15905;0,519531;-0,194153;-0,757996;0,343323;
445;0;0;0;0;0;0;0;0;0;0;0;0;-732;973;15911;0,519409;-0,196106;-0,757935;0,342468;
459;0,1794914;-0,5066558;1,176541;0,01644583;-0,2244755;1,141656;0,5508877;0,2570807;1,098925;-0,4969236;0,2304231;1,109819;-732;973;15911;0,519409;-0,196106;-0,757935;0,342468;
477;0;0;0;0;0;0;0;0;0;0;0;0;-732;973;15911;0,519409;-0,196106;-0,757935;0,342468;
495;0,2100555;-0,5409229;1,159411;0,03217777;-0,2156448;1,138458;0,5570595;0,2574203;1,108202;-0,4815526;0,2267456;1,076133;-552;907;15784;0,519409;-0,2005;-0,757935;0,339966;
515;0,2251724;-0,5564955;1,149724;0,05077814;-0,2069409;1,133158;0,5636132;0,2575179;1,117249;-0,454493;0,2293064;1,059031;-552;907;15784;0,519409;-0,2005;-0,757935;0,339966;
528;0;0;0;0;0;0;0;0;0;0;0;0;-552;907;15784;0,519409;-0,2005;-0,757935;0,339966;
541;0;0;0;0;0;0;0;0;0;0;0;0;-544;621;15792;0,519959;-0,205261;-0,757507;0,337097;
557;0,2342004;-0,5656922;1,144008;0,06300558;-0,2013424;1,129994;0,5721761;0,2565047;1,1238;-0,4361352;0,2287816;1,044229;-544;621;15792;0,519959;-0,205261;-0,757507;0,337097;
569;0;0;0;0;0;0;0;0;0;0;0;0;-557;535;15822;0,520569;-0,207092;-0,75708;0,336121;
584;0,2413199;-0,5714779;1,139911;0,073746;-0,2016317;1,129578;0,5797485;0,2552162;1,129472;-0,4117855;0,222483;1,005077;-557;535;15822;0,520569;-0,207092;-0,75708;0,336121;
597;0;0;0;0;0;0;0;0;0;0;0;0;-570;492;15824;0,521118;-0,207825;-0,756714;0,335571;
610;0;0;0;0;0;0;0;0;0;0;0;0;-570;492;15824;0,521118;-0,207825;-0,756714;0,335571;
625;0,2477318;-0,5736097;1,136697;0,0924904;-0,2037452;1,127729;0,5864977;0,253687;1,134805;-0,3796667;0,2252921;0,9389836;-655;444;15803;0,521851;-0,208862;-0,756287;0,334717;
638;0;0;0;0;0;0;0;0;0;0;0;0;-655;444;15803;0,521851;-0,208862;-0,756287;0,334717;
659;0,2530918;-0,572942;1,13461;0,1042242;-0,2065563;1,126274;0,5923511;0,2518594;1,139871;-0,3702542;0,2209809;0,8652423;-655;444;15803;0,521851;-0,208862;-0,756287;0,334717;
676;0;0;0;0;0;0;0;0;0;0;0;0;-808;428;15870;0,522949;-0,210205;-0,75592;0,333008;
694;0,2583128;-0,5698826;1,134004;0,1135704;-0,2087459;1,124799;0,5972354;0,2498627;1,144822;-0,3522261;0,2195424;0,828047;-808;428;15870;0,522949;-0,210205;-0,75592;0,333008;
715;0,2627761;-0,5657546;1,134303;0,119417;-0,2109259;1,124146;0,6010407;0,2480855;1,149376;-0,3037576;0,2222597;0,8212482;-808;428;15870;0,522949;-0,210205;-0,75592;0,333008;
728;0;0;0;0;0;0;0;0;0;0;0;0;-887;495;15981;0,523376;-0,210571;-0,756226;0,331482;
741;0;0;0;0;0;0;0;0;0;0;0;0;-887;495;15981;0,523376;-0,210571;-0,756226;0,331482;
758;0,2631042;-0,5632336;1,133728;0,1972596;-0,2123012;1,070596;0,602498;0,2461254;1,157502;-0,2405952;0,2356043;0,8755535;-887;495;15981;0,523376;-0,210571;-0,756226;0,331482;
770;0;0;0;0;0;0;0;0;0;0;0;0;-814;652;15928;0,523254;-0,212646;-0,756836;0,328857;
786;0,2628284;-0,5614135;1,13363;0,2405437;-0,2139386;1,041768;0,604978;0,2443756;1,161635;-0,1944566;0,2407481;0,8931218;-814;652;15928;0,523254;-0,212646;-0,756836;0,328857;
799;0;0;0;0;0;0;0;0;0;0;0;0;-745;705;15914;0,523254;-0,21405;-0,757202;0,327209;
813;0;0;0;0;0;0;0;0;0;0;0;0;-745;705;15914;0,523254;-0,21405;-0,757202;0,327209;
828;0,2626846;-0,5603775;1,13398;0,1933087;-0,2929494;1,115199;0,6054894;0,2425218;1,168671;-0,1449703;0,2530822;0,9528263;-753;704;15910;0,52301;-0,216736;-0,75769;0,324707;
840;0;0;0;0;0;0;0;0;0;0;0;0;-753;704;15910;0,52301;-0,216736;-0,75769;0,324707;
856;0,2627403;-0,5605114;1,134493;0,1971014;-0,3145076;1,119147;0,6069456;0,2408867;1,172348;-0,1351422;0,2450758;0,9454472;-753;704;15910;0,52301;-0,216736;-0,75769;0,324707;
869;0;0;0;0;0;0;0;0;0;0;0;0;-819;671;15761;0,522583;-0,221863;-0,75769;0,321899;
883;0,2639994;-0,5651675;1,140532;0,1459687;-0,4076315;1,152775;0,6071164;0,2391784;1,177295;-0,08445901;0,2561931;0,9460061;-819;671;15761;0,522583;-0,221863;-0,75769;0,321899;
900;0;0;0;0;0;0;0;0;0;0;0;0;-914;617;15727;0,522461;-0,223084;-0,757568;0,321411;
914;0,264342;-0,5705621;1,149035;0,1104475;-0,4636917;1,167772;0,6072108;0,2372222;1,181792;-0,06219281;0,2642682;0,9393399;-914;617;15727;0,522461;-0,223084;-0,757568;0,321411;
926;0;0;0;0;0;0;0;0;0;0;0;0;-1086;555;15676;0,522095;-0,223206;-0,757874;0,32135;
940;0;0;0;0;0;0;0;0;0;0;0;0;-1086;555;15676;0,522095;-0,223206;-0,757874;0,32135;
956;0,2646286;-0,5752733;1,157759;0,1010786;-0,4676587;1,165048;0,6072683;0,23512;1,185828;0,08346677;0,2652431;0,856041;-1113;514;15666;0,521301;-0,222229;-0,758667;0,321411;
971;0;0;0;0;0;0;0;0;0;0;0;0;-1113;514;15666;0,521301;-0,222229;-0,758667;0,321411;
990;0,2639633;-0,5779471;1,163005;0,09515852;-0,4715709;1,16173;0,6073923;0,232895;1,189381;0,1713841;0,2867342;0,8448316;-1113;514;15666;0,521301;-0,222229;-0,758667;0,321411;
3;0;0;0;0;0;0;0;0;0;0;0;0;-1046;455;15649;0,519165;-0,220154;-0,760925;0,320862;
19;0,2621134;-0,5752004;1,166586;0,09603157;-0,460062;1,159967;0,6076642;0,2306497;1,192474;0,2130236;0,2930867;0,8649595;-1046;455;15649;0,519165;-0,220154;-0,760925;0,320862;
32;0;0;0;0;0;0;0;0;0;0;0;0;-1046;455;15649;0,519165;-0,220154;-0,760925;0,320862;
45;0;0;0;0;0;0;0;0;0;0;0;0;-884;342;15404;0,516418;-0,219055;-0,763855;0,319153;
61;0,2594794;-0,5700928;1,168324;0,09298036;-0,4534;1,14681;0,6081171;0,2282076;1,195342;0,2565308;0,2983496;0,8531983;-884;342;15404;0,516418;-0,219055;-0,763855;0,319153;
74;0;0;0;0;0;0;0;0;0;0;0;0;-866;223;15377;0,515564;-0,218872;-0,764954;0,318054;
89;0,2571868;-0,5650425;1,169083;0,09483169;-0,4427396;1,137554;0,6087866;0,2256483;1,198054;0,292388;0,3003419;0,8711957;-866;223;15377;0,515564;-0,218872;-0,764954;0,318054;
106;0;0;0;0;0;0;0;0;0;0;0;0;-821;74;15350;0,514221;-0,218079;-0,766846;0,316223;
122;0,2551982;-0,5607003;1,16894;0,09777585;-0,4355774;1,132827;0,6096945;0,2229573;1,200762;0,3187902;0,3020373;0,8965136;-821;74;15350;0,514221;-0,218079;-0,766846;0,316223;
135;0;0;0;0;0;0;0;0;0;0;0;0;-821;74;15350;0,514221;-0,218079;-0,766846;0,316223;
148;0;0;0;0;0;0;0;0;0;0;0;0;-721;-57;15349;0,511597;-0,216797;-0,770691;0,311951;
163;0,2536813;-0,5574477;1,168734;0,1099271;-0,4347233;1,139934;0,6107709;0,220315;1,203426;0,3387505;0,3047365;0,9314483;-721;-57;15349;0,511597;-0,216797;-0,770691;0,311951;
175;0;0;0;0;0;0;0;0;0;0;0;0;-620;-155;15287;0,509949;-0,216736;-0,773254;0,30835;
190;0,2527;-0,5559073;1,168787;0,1127421;-0,4334314;1,139001;0,6119465;0,2176162;1,206309;0,3526789;0,3078667;0,9701764;-620;-155;15287;0,509949;-0,216736;-0,773254;0,30835;
203;0;0;0;0;0;0;0;0;0;0;0;0;-574;-248;15307;0,508911;-0,216675;-0,774963;0,305786;
218;0,2520009;-0,554904;1,168815;0,1146802;-0,4345466;1,136526;0,6130179;0,2150215;1,209314;0,3603801;0,311403;0,9981933;-574;-248;15307;0,508911;-0,216675;-0,774963;0,305786;
230;0;0;0;0;0;0;0;0;0;0;0;0;-502;-337;15281;0,507263;-0,216614;-0,777649;0,301819;
243;0;0;0;0;0;0;0;0;0;0;0;0;-502;-337;15281;0,507263;-0,216614;-0,777649;0,301819;
259;0,2514549;-0,5542408;1,16879;0,1097784;-0,4364846;1,126024;0,6145557;0,2120426;1,21281;0,3696615;0,3171206;1,032419;-422;-405;15289;0,506165;-0,216614;-0,779358;0,299072;
271;0;0;0;0;0;0;0;0;0;0;0;0;-422;-405;15289;0,506165;-0,216614;-0,779358;0,299072;
286;0,2510597;-0,5538276;1,168666;0,1061473;-0,4398503;1,118537;0,6161368;0,2093156;1,215992;0,3625119;0,3221143;1,059072;-332;-505;15330;0,504639;-0,216614;-0,781982;0,294922;
299;0;0;0;0;0;0;0;0;0;0;0;0;-332;-505;15330;0,504639;-0,216614;-0,781982;0,294922;
318;0,2508689;-0,5535723;1,168559;0,1037447;-0,4423346;1,113579;0,6178541;0,2067379;1,219026;0,3396093;0,3275728;1,071384;-332;-505;15330;0,504639;-0,216614;-0,781982;0,294922;
330;0;0;0;0;0;0;0;0;0;0;0;0;-197;-614;15421;0,501892;-0,216858;-0,786133;0,28833;
343;0;0;0;0;0;0;0;0;0;0;0;0;-197;-614;15421;0,501892;-0,216858;-0,786133;0,28833;
358;0,2547292;-0,5544898;1,171376;0,1026612;-0,4442726;1,110525;0,6193237;0,2046341;1,221482;0,3272657;0,3303821;1,077665;-147;-610;15459;0,500671;-0,217224;-0,78772;0,285767;
371;0;0;0;0;0;0;0;0;0;0;0;0;-147;-610;15459;0,500671;-0,217224;-0,78772;0,285767;
386;0,2595756;-0,5555878;1,17493;0,103097;-0,4466256;1,108736;0,6207913;0,2026549;1,223902;0,3310884;0,3348081;1,083047;-44;-528;15460;0,49884;-0,217712;-0,7901;0,281982;
399;0;0;0;0;0;0;0;0;0;0;0;0;-44;-528;15460;0,49884;-0,217712;-0,7901;0,281982;
414;0,2642931;-0,5565417;1,178411;0,1035092;-0,4484426;1,107484;0,6222534;0,2007819;1,226477;0,3396025;0,339111;1,09256;-44;-528;15460;0,49884;-0,217712;-0,7901;0,281982;
433;0;0;0;0;0;0;0;0;0;0;0;0;89;-526;15484;0,496094;-0,218201;-0,794006;0,275452;
448;0;0;0;0;0;0;0;0;0;0;0;0;89;-526;15484;0,496094;-0,218201;-0,794006;0,275452;
462;0,2692002;-0,5572621;1,182029;0,1038732;-0,449775;1,106609;0,6239693;0,1988842;1,229566;0,3487975;0,341955;1,109952;116;-583;15499;0,495117;-0,217834;-0,795593;0,272888;
475;0;0;0;0;0;0;0;0;0;0;0;0;116;-583;15499;0,495117;-0,217834;-0,795593;0,272888;
490;0,2710356;-0,557652;1,183278;0,1039681;-0,4505608;1,105907;0,6255231;0,1972453;1,232332;0,357429;0,3441894;1,12744;116;-583;15499;0,495117;-0,217834;-0,795593;0,272888;
503;0;0;0;0;0;0;0;0;0;0;0;0;176;-805;15579;0,492981;-0,216614;-0,7995;0,266174;
523;0,2723791;-0,5579537;1,184211;0,1039448;-0,4510445;1,105348;0,6270358;0,1957079;1,234819;0,3621929;0,346084;1,143206;176;-805;15579;0,492981;-0,216614;-0,7995;0,266174;
535;0;0;0;0;0;0;0;0;0;0;0;0;238;-1009;15615;0,491882;-0,216248;-0,801636;0,262146;
549;0;0;0;0;0;0;0;0;0;0;0;0;238;-1009;15615;0,491882;-0,216248;-0,801636;0,262146;
564;0,2732511;-0,5582179;1,184799;0,101924;-0,4492687;1,103861;0,628736;0,1940832;1,237397;0,365073;0,3487017;1,157954;249;-1184;15683;0,490723;-0,215393;-0,803711;0,258606;
577;0;0;0;0;0;0;0;0;0;0;0;0;249;-1184;15683;0,490723;-0,215393;-0,803711;0,258606;
592;0,2737679;-0,5584862;1,185153;0,0993576;-0,4462613;1,102644;0,6302647;0,1926607;1,239678;0,3673179;0,3528683;1,170903;249;-1184;15683;0,490723;-0,215393;-0,803711;0,258606;
605;0;0;0;0;0;0;0;0;0;0;0;0;364;-1179;15763;0,488342;-0,214478;-0,807251;0,252686;
619;0,2767185;-0,5578502;1,187664;0,09606341;-0,4425904;1,101773;0,6315154;0,1915113;1,241497;0,3669764;0,3568884;1,181675;364;-1179;15763;0,488342;-0,214478;-0,807251;0,252686;
632;0;0;0;0;0;0;0;0;0;0;0;0;438;-1196;15791;0,487305;-0,2146;-0,808655;0,250183;
647;0;0;0;0;0;0;0;0;0;0;0;0;438;-1196;15791;0,487305;-0,2146;-0,808655;0,250183;
661;0,2763706;-0,5582461;1,187975;0,1107164;-0,4461406;1,130671;0,6325335;0,1905988;1,24294;0,3564015;0,3612432;1,186947;488;-1204;15838;0,485413;-0,215088;-0,810791;0,246521;
673;0;0;0;0;0;0;0;0;0;0;0;0;488;-1204;15838;0,485413;-0,215088;-0,810791;0,246521;
689;0,2728353;-0,5590276;1,186718;0,1178142;-0,448097;1,143816;0,6333765;0,1898652;1,244124;0,3430371;0,366588;1,19072;554;-1184;15817;0,484009;-0,215576;-0,812256;0,244019;
702;0;0;0;0;0;0;0;0;0;0;0;0;554;-1184;15817;0,484009;-0,215576;-0,812256;0,244019;
717;0;0;0;0;0;0;0;0;0;0;0;0;672;-1232;15764;0,481934;-0,216675;-0,814331;0,240112;
736;0,2726065;-0,5591161;1,187163;0,1203473;-0,4497559;1,149346;0,6340594;0,1892872;1,245087;0,334836;0,3699216;1,192862;672;-1232;15764;0,481934;-0,216675;-0,814331;0,240112;
750;0,2060995;-0,4826448;1,213782;0,1213914;-0,4523789;1,152147;0,6345893;0,1888472;1,245826;0,3040777;0,3729801;1,183728;672;-1232;15764;0,481934;-0,216675;-0,814331;0,240112;
764;0;0;0;0;0;0;0;0;0;0;0;0;833;-1329;15677;0,478882;-0,218811;-0,817383;0,233826;
777;0;0;0;0;0;0;0;0;0;0;0;0;833;-1329;15677;0,478882;-0,218811;-0,817383;0,233826;
792;0,2306989;-0,5046803;1,209541;0,1203426;-0,4559305;1,152487;0,6349913;0,1885164;1,246383;0,2895651;0,3740228;1,178944;912;-1432;15652;0,477661;-0,219788;-0,818665;0,230835;
805;0;0;0;0;0;0;0;0;0;0;0;0;912;-1432;15652;0,477661;-0,219788;-0,818665;0,230835;
820;0,243586;-0,5185896;1,206418;0,118744;-0,4594563;1,153406;0,6352845;0,1882713;1,246796;0,2810776;0,3733946;1,176059;944;-1476;15602;0,477295;-0,21991;-0,819336;0,229248;
832;0;0;0;0;0;0;0;0;0;0;0;0;944;-1476;15602;0,477295;-0,21991;-0,819336;0,229248;
845;0;0;0;0;0;0;0;0;0;0;0;0;885;-1526;15516;0,477051;-0,219727;-0,820129;0,227051;
860;0,2524835;-0,5324099;1,203241;0,1180069;-0,4622446;1,1539;0,6354917;0,1880906;1,247092;0,2759341;0,3729173;1,174173;885;-1526;15516;0,477051;-0,219727;-0,820129;0,227051;
873;0;0;0;0;0;0;0;0;0;0;0;0;885;-1526;15516;0,477051;-0,219727;-0,820129;0,227051;
888;0,2575075;-0,5441149;1,200706;0,1117255;-0,4413202;1,152665;0,6351935;0,1879708;1,247791;0,2705298;0,3709193;1,170543;820;-1731;15492;0,477356;-0,219666;-0,820801;0,223877;
901;0;0;0;0;0;0;0;0;0;0;0;0;820;-1731;15492;0,477356;-0,219666;-0,820801;0,223877;
914;0;0;0;0;0;0;0;0;0;0;0;0;710;-1770;15539;0,477661;-0,218872;-0,821045;0,223267;
928;0,2604899;-0,5536768;1,199116;0,09311955;-0,4638826;1,082549;0,6346954;0,1878679;1,248001;0,2682458;0,3677505;1,168756;710;-1770;15539;0,477661;-0,218872;-0,821045;0,223267;
946;0;0;0;0;0;0;0;0;0;0;0;0;550;-1685;15578;0,477905;-0,216797;-0,821533;0,222839;
961;0,2615051;-0,5625958;1,197246;0,0950595;-0,4304844;1,14607;0,6331601;0,1878994;1,247279;0,265005;0,3612283;1,164747;550;-1685;15578;0,477905;-0,216797;-0,821533;0,222839;
977;0;0;0;0;0;0;0;0;0;0;0;0;540;-1594;15585;0,478394;-0,215149;-0,821838;0,22229;
996;0,2609335;-0,5708306;1,194395;0,08107016;-0,4336436;1,154704;0,6309284;0,1879724;1,244434;0,2542895;0,3364617;1,134349;540;-1594;15585;0,478394;-0,215149;-0,821838;0,22229;
14;0;0;0;0;0;0;0;0;0;0;0;0;540;-1594;15585;0,478394;-0,215149;-0,821838;0,22229;
33;0,2591234;-0,5785925;1,190455;0,0859143;-0,4210384;1,171995;0,6276221;0,1882852;1,240028;0,2527837;0,3244543;1,124795;534;-1568;15794;0,480042;-0,213501;-0,821472;0,221802;
55;0,2526546;-0,5869994;1,181201;0,09977099;-0,3573614;1,160758;0,6210744;0,1893607;1,23163;0,2311773;0,3044517;1,098725;534;-1568;15794;0,480042;-0,213501;-0,821472;0,221802;
77;0;0;0;0;0;0;0;0;0;0;0;0;534;-1568;15794;0,480042;-0,213501;-0,821472;0,221802;
92;0,2512057;-0,5876877;1,176588;0,1092311;-0,3156379;1,149047;0,6141489;0,1907615;1,222481;0,2230013;0,2858802;1,078746;435;-1505;15717;0,481689;-0,211121;-0,820679;0,223389;
106;0;0;0;0;0;0;0;0;0;0;0;0;435;-1505;15717;0,481689;-0,211121;-0,820679;0,223389;
123;0,246279;-0,5840507;1,166648;0,1052108;-0,3132045;1,134751;0,6065062;0,1924179;1,213262;0,2120356;0,2679144;1,066099;435;-1505;15717;0,481689;-0,211121;-0,820679;0,223389;
137;0;0;0;0;0;0;0;0;0;0;0;0;409;-1552;15713;0,483337;-0,20874;-0,820007;0,224548;
155;0,2420187;-0,5780787;1,157967;0,09930386;-0,3141211;1,126423;0,6000801;0,1938323;1,204008;0,1777057;0,2371507;1,042195;409;-1552;15713;0,483337;-0,20874;-0,820007;0,224548;
167;0;0;0;0;0;0;0;0;0;0;0;0;409;-1552;15713;0,483337;-0,20874;-0,820007;0,224548;
180;0;0;0;0;0;0;0;0;0;0;0;0;373;-1621;15718;0,484985;-0,205261;-0,819519;0,226013;
200;0,2403229;-0,5712677;1,150851;0,09264227;-0,3204629;1,121422;0,5941617;0,1952309;1,19378;0,08743293;0,2082693;1,00671;373;-1621;15718;0,484985;-0,205261;-0,819519;0,226013;
218;0;0;0;0;0;0;0;0;0;0;0;0;373;-1621;15718;0,484985;-0,205261;-0,819519;0,226013;
234;0,239267;-0,5656098;1,145835;0,08723922;-0,3234304;1,118369;0,5882284;0,1968944;1,183233;0,01172514;0,1759048;0,9693398;314;-1599;15730;0,487;-0,201538;-0,818665;0,228088;
248;0;0;0;0;0;0;0;0;0;0;0;0;314;-1599;15730;0,487;-0,201538;-0,818665;0,228088;
262;0,2394076;-0,5595565;1,1427;0,08255915;-0,3238682;1,116709;0,5847231;0,1980165;1,175014;0,004316241;0,1608898;0,9795605;314;-1599;15730;0,487;-0,201538;-0,818665;0,228088;
